text	label
RT army Fin Also Stade de France is preparing for the concert . Looks so beautiful !smiling face with heart-eyes See their post on Instagram 	2
Jai shree ram Jarurat nahi aandolan ki Guruji Modi h to Mumkinn h Pls trust our PM	2
Phir se lut chalu ho gaya Bjp walo tumhe kuch chut mil raha hai ya nahi Milna to chahiye q ki  	1
Jinko khud Nahi pta ki RamcharitManas kya hai wo bhej rahe h BJP neta ko phle khud samjhna Chahiye f  	1
Abe yhi hai ram rajya kya Jisme sbhi sale harami ho Jo sale itne berahm se maar rhe ho Modi dekhna be sale tere  	0
hs Maybe I'll faing and I won't feel a thing .	1
Duniya me dil koi kabhi na dadka hota Dadkha hai dil a yar mil ye pyar ka izhar hai Kaho na pyar hai Do premi do p  	1
I'm poor poor-ever happy kase God is with me smiling face with halo	0
Madam ji we always miss you as a mantri	2
sharma Saw the episode . Nice one sir . Maan gaye yaar sharma sir aap bahut himmat wa  	2
Happy Birthday Doctor sahab bhagwaan aapko khush or swasth rkhe or aap hme aise hi apni creativity se hansaate rhe bouquet birthday cake	2
Teri kimat dokodi ki ho gayi ... amit shah will capture telegana soon ... kcr will resign ...	0
ek bhe poj bhai wala mahe hai sab chipka ker rakhy hai yeh bhai bahen ka pyar hai .. 	2
Mamta Banerjee na Jane ho kyA Hai tumko ye desh Ram Ka Hai haar Ka ghum m dubi ho bus b  	0
Still far better than MMS govt ... so if u r so connected with numbers and economy .... can u share your  	1
chanda make a gentle and nice relation with someone .... life me kisi k sahare ki zarort parti ha	1
chanda should i hope fr the best - D	1
Woo hoo Cricket World Cup starts today ! Good luck to hosts in the tournament - hope for a good st  	1
Family background ka keh ni sqtai cause kaee ldkiyan fake naam sai ids banati h n pics upload krti bina ghr walu ki ijazat k confused face confused face	1
Mp sahab dr manoj rajoriya g ko Jeet ki haardik subhkamnaye	2
Koi apna nahi ghum k maare murdered raped fucked shredded to bits hai hum ~	0
Back to 100% again !! KARATE CHOPPED THAT COLD QUICKLY . Feels good to FEEL GOOD * waaaaag *	2
RT Sadji kisi ne bheja h apke liye 	1
gadkari Sir badhai ho Sir Agra ke meyar ko smjhao kuch kare .... Modiji Raj is ..... RAMRAJ .... BUT ... 	2
RT This painting has 40 famous Indian ads hidden in it . 1) Which is tne favourite symbol of an ad you can spot ? 2) Anyone k 	1
I ’ m so fckn pist I lost my damn YSL shades	0
I give Araki a lot of credit for how kuch detail and work goes to making his characters Then again hes been at it  	2
modi ji ye sab to hota rahega lekin pehle Ram mandir banawao ... Dhara 370 hatao .. Hindurastra ghosit karwao ... Logo  	2
Pagol kuute ke samne roti dalna sahi nahi hai yeh sholay me thakur saab bolke geye the logbog 50 saal p  	2
RT IM SO PROUD OF YOU !!!! I LOVE YOU .. congratulations to you + all your homies ! 	2
Muslims muslims muslims jab musalmaano ko hi unki khudki izzat ki khud ke desh ki khud ke hone ki khud ki naslo ki  	0
Hadd hai kamine pan ki Aapko pata hai Ye kev ' jail ' gaya hai Ye bina order ke railway platform pa  	0
It's not vishwas that u guys want .. Its Modiji that u dont want .. Even if God comes and tel  	0
Party and candidate's nahi dekhe hoge bas modi ko jitana hey kar ke vote diye	1
Nhi g Ham AP ki trha nhi he ptwari ki olad ham Pakistani he aur Pakistan sy pyar krty . H  	2
Tum kabhi nahi sudhroge fact check fir bat kar chutiye	0
Jai Shri Ram haZ turned out to be the Vande Mataram of the day !  	1
best wishes for world cup and Eid Mubarak to you from MUZAFFAR Hasan National general secretary LJP  	1
Aarthik madad nahi wo Pakistan ki aawam ka hak tha . Aur yeh RSS ke propoganda publication apne pas hi rakho .	1
Ye kaafi hai ki ham dushman nahin hain Wafa'dari ka daawa kyun karen ham – thinking about Something	1
Actually inke pass ab naaz karne ke liye kuch bacha hi nahi hai to haqikat pasand ban  	0
RT No one Me tryna find the perfect watermelon 	1
match zaror dekhna dukh phr jhalna ye khel hai talent ka na parchiyo ka baserra	1
He sort of like caused my love for Pomeranians here is a picture of her with her chew toy in her litt  	2
awwwie thank you Lau . good morning ?	2
RT You mean our problem was being democratic ? Vivek tum jo katori main attention ki bheek mang rahe ho uspe khoon laga hai .	0
Greetings to dearest friend shri ji on their birthday maa aashapura bless you with lots of love happ  	2
RT wonda In this month of Ramadan all my positive heart desires and prayers for my family and friends will be granted . Insha Allah 	2
RT marwaadi Roshan Oye Roshan meh JCB ki khudai dekh k aaya Roshan 	1
& all d other  	1
RT spotter Ye sirf pauranik kathaon mein payi jaati thi Vaastavikta se iska koi sambandh nahi hai	1
RT BJP leader Vishwas Sarang in Bhopal Tabaadla udyog Congress ki sarkar mein phal raha hai vidhayak is vyapar ke kendrabindu par h 	1
Tum apny Indian ki fikkar Karo Pakistan ko hum khud dykh lyngy . Mukti bahini 2 nahi ban  	1
Up ki sarkar jiski bunyaad pe tiki h wo aaj apne . Mukaam pe pahunch gayi .... laghusanka ki deri h fir  	2
ALVIDA JUMMA-2019 MUBARAK TO ALL ... DUWA KI GUZARISH ..... 	2
Sir ye Modi ke name pr vot pada h ap Kabhi ao Yamuna Nagar ki Rajiv garden bank calony me Dekho logo Ka  	1
Jyda gyan na pelo Aur democracy ka majak udana band kro Thoda competition Dete aur ye baat bolte to thi  	2
KHAN Bhai Ankush khush raho ! I'll pray for u .. Coz I know Nafrat se kabhi kis  	2
Now this i too much ab sare tweet arsal ke support me Jab jiya ka man nhi and wo chai nhi bana sakti yasit ke liy  	1
jaaz saab ko salo saal ke pending case ko soultion me maza nahi aata * inko to public paise monthly case miljaye *	0
RT papaji Dhan dhan satguru tera hi aasra Good morning ji mugje tu 	2
• She is not a bachi piece or maal • She is ( Rehmat )	1
RT mat kaho Dil se to nahi ho or wese shakal ka to mjhe pata nahi but aesa kch matter nahi krta 	1
thx to every single memer for making our day u guys r amazing jindabaad  	2
RT Non-stop hoga entertainment par kaun dega performance sabse best ? Watch out for Sat-Sun 9 PM . 	1
Here To fir jo Atankwadi uski Jaat musalman q hoti or jo all ready musalman h woh yeh baat q  	0
Tum hume yun bhula na paoge .... 	1
Soul Tony stark ka dil toh ye leke ghum rha hai face with tears of joy face with tears of joy	2
Gunde saale ..... Ac hall me baith k Mt bhonk be YogendraYadav aukat h to Gurgaon k kisi ek bnde ka c  	0
Bengal bjp mei tmc ke kuch galat neta apne app ko bachane ko jogdan kar rahe he isse party ka support barne ke baj  	1
RT I ’ m actually not that arsed about Liverpool winning it good on them . The Premier League joke still stands they already had m 	2
happy birthday pretty girl thank u for all the good agnes memories . cards soon ? HAHAHAHAHA enjoy your day !!!! 	2
jan Sharam or haya ki qimat lagwai hai is liay to is kute ko ye seat miliy ... Har haqomat k talway chatny wala hai ye	0
Sir life ka ek sapna hai kabhe kisi din aap se ek mulakaat kerna log netaaon k fan hote hain mai aap ka  	1
RT thank you dear Shahrukh for your love and encouragement hugging face hugging face hugging face red heart	2
mere Bhai yah Shariyath tho pahele se hi india may sirf Muslims ke liyah hai aur rahegi inshallah . 	2
superb look very handsome 	2
or bohat Pakhtono ko Pashtunistaan ka nasha charha howa hai aj kal hosh mein a jao wrna sach ki mar parhe gi is bar	0
Dhup Aarti Shri Sai Baba Mandir Shirdi 31 May 2019 Baba Bless all with all the happiness of the world Om Sai Ram  	2
Amit Shah Ji please Jet Airways ke employee ke bare mein kuch kariye Parivar wale bahut pareshan hai bhukhe Mar rahe hain	2
abroad property rakh kr chhupane wal respectfull hota he ... Aqam ne Panama ... Harami waseem abbasi	0
Respected rahul sir dont disappoint you U r a great leader Aap ki soch aap  	2
same did you watch the BET ON ME perf ?? The choreo is kinda sexy but it fit Shihyun so much face with tears of joy	2
Jay Bajrang Bali 	2
Good wala to sahi h thora bt bad ka last ajib h face with tears of joy	1
Haramzade hamare tukdo pe palta hai hamein aakh dikhata hai ... kutte tu pagal ho gaya  	0
RT Haaye ..... Entry ho toh aisi ..... Best part of today's episode !! 	2
SSidhu IND Inse na ho payega	0
My 12 year old declared her record of watching Badshah on TV50 times . Claims to be your biggest fan . She do  	1
Nahi mut sorry health department sare hospital band karo Sab ko pehle dhar ka gaumutra do Sab bimari  	0
main priyanka prakash modi dada ki poti ..... main unse kehna chahti hun ki is baar mere dada ye v sapat le ki dahej  	2
RT It's not easy to make it easy Love u bhaji Hanji kida lagy movie jina ny nh  red heart red heart	2
Sir ye election commision ko gali nai de rhe Ye govt Employee ko gali de rhe Jo election krata hai	1
Tu bahut pitega ak din be chutiye .... sale teri himmat kaise hui voters ko idiots bolne ki ..... abe ujde  	0
hi pmo good morning modi ji se ek binti hai hum log facbook pe unke liye din raat lage rahe modi ji k par  	1
RT ( Salman khan ) (heavy multiplication x ╭╮heavy multiplication x ) Best fight (heavy multiplication x ╭╮heavy multiplication x ) scene 〣( ºΔº )〣 movie ~ See Instagram photo by (heavy multiplication x ╭╮heavy multiplication x )TOP arrow  TOP arrow TOP arrow	2
mderchod bhartye sainik likhta h ..... hrami aulad hindu hogya bs desh bhakt ho gaya kisi bhi gali teri may  	0
shatram Arey ye meri Didi depressed Ho gyi Bechari Chlo 5 din me rr to band hoga Aur ye tweets kuki mjh  	1
RT Chalo goiz 1000 followers hogye hain ab mujhy unfollower mt krna warna Allah pochy ga tum logo ko muslmano Jisko FOllow ba  face with tears of joy	1
RT Google isn ’ t your best friend when you ’ re sick belie walie haiiiiiii	1
Narendra Damodar Modi ji All the best Vadnagar ke kamalka banshiwala Shubh ho apka e jatra	2
talented as you ! I thank god for creating such a perfect and generous person I pray that you will continue to b  	1
Sach keh raha hai deewana dil dil na kisi se lagana . Jhoothe hai pyaar ke waade sare jhoothi hai pyaar ki kasme  	1
Odisha Thanks sir hamara umid ahi he jai Jagannath swami folded hands folded hands folded hands	1
Pubg ni khelta Tiktok use ni krta Suta ni lagata Girlz ko DM ni krta Will this society accept me ?	1
namaskar sir ji . Mere aur se aap ko ek requst hai lakhnpur se satwari chowk tak street light ka ka  	2
Jo bjp ke saath nahi woh atankwadi h aour jo hindu RSS ke saath nahi woh deshdrohi hai aaj kal b  	0
Sabdo ke marham se ye gahra jakham dur nahi hoga . in bacho aur bachiyo ko bhavbhini sardhanjali aur pari  	2
RT I'm sorry i can't say that Tailor ny eid ke kapre kharab kar diye hain face with tears of joy	1
Soch h in logo ki ghatiya jo gareebo ko mar rah  	0
Modi ji e Jiske Paas Zameen haiuse to aap Kisan Samman Nidhi Yojna Diya 6000 salana Dene Ka  	1
Thank you so much Dato inshallah will celebrate the 6th star tonight folded hands folded hands	1
RT london Join us tomorrow for the opening night of our new exhibition " Networks of Knowledge " showcasing the institute ’ s Library and 	1
Tum chutiya hoo gandu cogress ..... harne wali this sub ko pata tha itne buti tarah haarnegi nahi pata hai lavde	0
Arey bhau iss bar budget kaam hain na Lonavla se direct goregaon filmcity mein set laga hain face with tears of joy grinning face with sweat	2
manniya goyal ji Avdhesh duby ko Jail main dal diya .. Kripya Traino main jo tte nd police ne jo loot m  	0
o Saurus I get the intended joke it ’ s just not funny . Not my sense of humour anyway those crazy kids face with tears of joy	1
Ah ! This is so cute I love these two smiling face with 3 hearts grinning squinting face two hearts	1
Jai Shree Ram mamtaji pranam AAP seen mukhya mantri bank the Aashirwad Jai Shree ram	1
abhi voice kir I proud where I'm from love you modi ji finally you make digital india	2
'' baten khtam hi ni hoti '' to '' baat hi ni hoti '' wali journey is less hurting than when they ask you to leave for no reason .	1
O hello kaun ho aap What is your identity out side west Bengal Through out the country and in the  	0
Pramod tum ko Acharya ki padvi kis ne di . Gadhe ko acharya nahi Bol sakte . Tumko to ye ek kissa mal  	0
Bhai Ajay didn ’ t have good last few movies point taken is doing great with continuous  	2
sir meri Wife KO 1hafta ho gya hospital ke chakker lagate abi tk doctor ne koi medisen nhi di aur  	1
Kutty harami namak haramii gooo back to afgan	0
Mp me govt kamalnath ki h ... Wese ek or video viral h jisme aapke shantidut bhai ek dukandar  	0
Besharam kitna baar tappad kayega ! Tumara anti national hindu Muslim dukan bhand hogaya ! Bunt  	0
Fake video . Andh bhakts are forced to circulate to increase popularity rate .	0
Love the smell of air back at home !	2
Hell yeah ! Does this mean Pepsi Vanilla is coming back ? I miss it so much !	1
digwijay ji ko to aise hi chunaw me harne ka tension ab dusra bhi tension de gya is sant ne wo ye ki  	1
RT She's So Happy 	2
airport Vimlesh ji .. Yeh Apna vada nahi nibha rahe . Pehle Kaha ki .. If u purchase any land will be stamp dut  	0
Ab hamari raksha to bhagvan hi kar sakta hai q ki jahan ka system & sarkar hi aaropiyon ko bacha rah  	1
Congratulations Hon . Prime Minister on your victory . We want ur back n now finally ur back with prachand bhumat victory hand victory hand	2
Iska toh koi bhi video ya audio dekhna hi nahi hai ... bewakoof aadmi hai ye ... isne  	0
RT & Wtf are pretty eyes ? EYES ARE FUCKING EYES . This video is actually so annoying imagine what other ignorant shit she be s 	0
12 din baad Iqbal k shaheeno ko Advance eid msg send krne ka Dhora par jna cat face with tears of joy	1
Tum apni taraf aane wali takleefon ko apne gunahon ki saza mat samjhna mera Allah bohat mehrban hai Wo badle nahi l  	2
BC light kat di abhi toh shuru bhi nahi hua match ... Upar se garmi ne alag maar rakhi hai .	0
Rahul Gandhi ko Chowkidar Chor hai Ka nara bhut bhari pad gya kuki wo khud bail  	1
RT Stuffs Salman will continue to fuck your chindiwaali filmfare So best of luck to you too mote bhains 	0
Ye sajish ho sakti hai bahut badi Ise halke na le .. sarkar aur Sena dono .. kyu bola usne Aisa isko gira  	1
No one better than srk His charm his personality his swag ek yessa hero jiski villain role sbse jayda popular hoti  	2
Sir ye oonki aadat may shumaar hbycot se media or deshwasion ko bhi pata chalegaki gandi naali k  	0
kyu ki ye us ravan ki tarah hai jo apne ap ko hi bhagwan samjhne lgi hai aise logo k  	0
TOO WAQIE BOHT BRA HARAAMI HI NAHI BUL K WALDO ZINAA KI PAIDAWAAR HAI - TERI MAAN BHI TANGG TH  	0
Congratulations To our Hounarble prime minister shri Narendar damoder dass modi ji ! Hum sabi bharat wasi yahi kaman  	2
If you give me a free place I'll operate as official weatherman on day on your behalf haha !! (& 	1
Kesy log ho ap yr log tumhe Pakistan ka mustakbil keh ke phir rhy aur usi Mulk ke bando ko galiya do gy Shame yrr 	0
Agar kisika ke naam se entertainment Karke koi apna pet bharta h to usme burai Nahi h bohot sare com  	1
RT Rail Mantri ji tatkal WL ticket per charges 75/- kyu lagta hai ye sarkari loot band honi chayiye	0
Wey ya me vales madres y neta ni siquiera lo intentes	0
Gaze Movie bnaye gi Modi love Dolly class fifth ki kahaani	1
Grad Walk at !! Kids are very excited to see and Sam Yeto graduating seniors in the  	1
Is it possible ?? Sabhi situatiin ko dkhne ke baad nd saari logical chz ke result ko jaannne ke baad aisa hona cha  	1
ordinance ko tear karna bhi dictatorship hi thi . haar ko maniye aur mahnat karke agay bde nahi to pata nahi phir kya hoga	2
Work hard you will come back strongly Allha has plan for you Inshallha you will rock best wishes for you	2
P m India shri narendra modi ji ko p m banane par bahut bahut badhai ho k k patel Advocate faizabad mb no 9838789347	2
What nonsense pehle Shrenu ko  	0
RT Fake love worse than real hate	1
Starr In gadho ko batao obama ab president president nahi hai aur usney badhai sandesh bhi nahi bheje	1
Sir me sirf apka hi news channel dekhta ho Because apka channel always sachi news dekhata hai	2
Samay Samay ki baat hi rathee ab ispr kch bolne ki himmat bc  	1
Koi faida nahi bhaiya yeh chutiye automated message hi bhejte rahenge .	0
RT Sparklers Ms . Hoke and Mrs . Koistinen are retiring ! What a blessing they have been to us at SME ! Thank you for all you ’ ve done do 	2
tintin - lindsay ( freaks n geeks ) - i LOVE her - would die for her - just so cool - literally minds her own busines  	1
Congress party bhi media balo ko dhamki dete the . Khud ka jab government tha .	0
a mirza kyon matlab English zubaan mein Dua karte Hain unki Dua qabool nahi hoti had Ho gayi hai Allah to un  	0
30000 se jayada BJP fake WhatsApp and websites advertiser's heir karke rakhe hai Hut Modi tujse ye ummid na thi	0
Satpute Awaaz ghai Can we buy at this level	1
Khan sb ko Modi ne is liay nahee bulaya k agar Khan sb aajayenge tou INDIAN MEDIA modi kochour kar Kha  	1
HAPPY BIRTHDAY P'FLUKE !! I WISH YOU A GOOD HEALTH KHRAB MORE PROJECTS TO COME NA HAVE A LIFE FULL OF BOUNTY MORE  	2
Desh mai Karib 20 crore muzlims hai and ko pure desh mai sirf 12 crore votes mile .... matlab wanha bhi vo  	1
For me The Best moment was when Prithvi Singh Says - LAUNDA SERIOUS H .. Totally loved it  	2
i swear this person is my fav walla i ’ m nothing without her in my life i ’ m really grateful to have her as my sist  	2
Aapne kaam kiya hai isse koi inkar nhi kar sakta lekin Aapko vote isliye nhi diya Kyuki aapne itne galat decisi  	2
RT EXTRA BIG . Parang pagmamahal ko sakanya . HAHAHA AYIEEEE . Love you Nay Z ! 	2
thoda sa AUKAAT dekh lena chahiye apna ... ! tujhse to ka kuch ho nahi sakta BC . Fuc * king  	0
Hume gurav hai ki shreeman pm modi Ji jaisa es new hindsthan ko sab ka sath Sa  	1
Ye Qanoon - e-Fitrat hai Social System jo Khuda n design kiya is m Mard ko hi agay chalna hai wo dun  	2
RT taseer Happy birthday to your Shaheed Baba Who spread the message of humanity Being a great human 	1
dramebaaz Yeah they want power . Anyway your msg for the dhongis is perfect OK hand light skin tone	1
Hahahaha ... Allah aisey Maulana Sahab Se kaum ki hifazat farmayee .. Ye Mudde uthane nahi  	2
O kutte k bache tum to ho hee hram khoon aur zana ki aulad Tum se Pakistan k topic pe kia debate	0
sonu Bjp ne more than 15 tickets diye the ek ko bhi vote ni diya tum logo ne vote doge cong  	0
Am Mowglu Mere roney se Meri Maa Bahut Khush thi Mere roney se Meri Maa Bahut Khush thi Jab Mai Pa  	2
Kabhi apne paiso se bhi Saifai me Randi Nachwa dete Toh aisa nahi hota Humesha Sarkari maal udane se  	0
Because eid is around the corner . I can't wait to buy pyari pyari colourful choorian myself face with hand over mouth	1
SWARAJ 1 Aap apni bhasa pe sayam rakh  	1
ab ye btaega . isse pucho tere jiyne b MLA hai usme se gina hindu MLA kaunsa hai teri muslim awaadi wale gaao  	1
RT commander8 Ladkiyan cigarette peeti hui kitni attractive lagti h cigarette	1
Chahye In ka hisab Allah pak khud kry ga inshaAllah .. Pehle I thought k Shia are those peop  	1
Va this the spirit anjali Vaise iska hal bhi dhobi ka kutta jaisi hai abhi ye kidar ke bhi nahi rahe	2
Aaj ke time me study boht mehengi hoti ja rahi h agar study mehengi ho jayengi to hum jese logh padh nahi payenge	0
Isme kaha pata lag raha he ki ye modi / rss k log he matlab koi hindu kisi musalman ko maare to bjp rss  	1
RT HAHAHAHA it ’ s funny ‘ cause it ’ s true 	1
Great to see you guys back thumbs up	2
I just need all the Major all the time . Hehe 	1
Rehne dijiye Rubika ji bechara bada educated aur knowledgeable lagta h regarding social media face with tears of joy face with tears of joy face with tears of joy face with tears of joy	1
Tumhari samajh se bahar ki chhez hai .. apne ghutno par jyada jor mat dalo and go to kitchen .	0
lol modi ke interviews haha dhokebaaz hai modi	0
BJP ki 300 + seat ane pr agle 7 din GST registration free * MAA bharati // t . co / vTbTaIgKNb	2
E vm zindabad bjp ko koi defeat nahi de sakta chehe jitana bhrastachar karo or murder politics me sb jayaj hai 	0
RT Ahhh this is so nice May Allah grant Salah and Mane everything in the next life ameen As for in this life ya Allah strip th 	2
Ye jahalat nahi to aur kiya hy masoom bachon ko bhi Adis horahi hy HIV vaba ki shakl akhtiar kar chu  	1
bakwaaas there is so much love in friendship people forget that 	1
Blockbuster series ki waat lagaye ga Iss ko Bahubali 3 me bhi lelo usko bhi flop karwa dega !!! 	1
Sir ye log randi aur bharuaa se kam nahi hai . Ye sale harami log deshdrohi hai . Mai galat word esiliye nikalta hui  	0
Teri G ku jalri h Tujhe mtlb ? Katrina maha fuddu actress hai aur ye admit krle	0
by two me 100% employment hai by two even you can mail your resume mil jayegi aapko naukri	1
But chootiyas like you just keeps increasing ! Bakchodi band kar .	2
RT by two Sindhi se tum saans lene ki hawa nahi chura sakoge .... fans to duur ki baat hai .	2
sir Aap ki Kadi mehanat say Ye Mukaam Pradesh or Desh ko mila hai pranaam hai aapko Rajeev Mishra Maharaj BJP Uttar Pradesh	2
Pakistan ke captain ki statement sach saabit ho rhi h pehla hi match buri tarah se haar gyi ... Shi kha tha sarfaraj  	0
RT u do things for ppl u adore because u just want to . it's not a transaction . it's not give & take . u do because it's what u r su 	1
Tu khelna chodd dega Hum dekhna chodd denge We love uh infinity 	2
Bea Iske zimmedar wo harami maulana aur algaowadi neta h jo apne bacchon ko foreign mein p  	0
Ofcourse . Not haram khor unlike ur leaders . Certified chor	0
uncle aap ko chutiya bnaya gya h ... ye video doctored h ...... apke modi prem ko dekhte hue .. aapko bheja gy  	0
RT Walking the path of humanity as shown by Saint Dr . Gurmeet Ram Rahim Singh Ji Insan the Dera 	1
HUYYYYYY Yung crush ko sabi niya sakin “ I ’ m just waiting for you ” pota i felt that harrrd .	1
IA India Aapki shahdat ko shat shat Naman vande matram Bharat Mata ki ja  	2
Chawal log Intahai chawal log Phir aaty hain wo log Jo 1992 ki baqwaas kar rahe hain .. Ye in logon se  	1
Keseringan turun di El Pozo jadinya bar-bar .	1
Kehne matra se bench ko sthagit kar Diya gaya aur fir ek mediator ko introduce kar Diya ki ab sarvsah  	1
Ye asal mein naye khiyalat Hain Islam ne tou taleem her musalman per farz ki hai taleem nahi hou  	1
Hat's off you Paaji Bina kisi dar ke aap hamesha Sach ko saamne laate ho aur yahi ka DNA  	1
Me playing Yoosung's route HE'S SUCH A CINNAMON ROLL MY HEAAARTTTTTTT Baby boy MUST PROTECCCCCCC  	2
My favorite being human Bajrangi sultan salman khan film bharat 5th June dekhna na bhule 	2
Modiji ko Dhanyawaad aur Suresh Prabhuji se prarthana ? Well please ignore that . Thanks Sushma Ma'am  	1
One kind word .. can change someone's Entire Day ..!! I am waiting for your Love n Smiles from so long A  	2
agarwal He was no where during elections Jaise BJP election jeeta ye prakat ho gaya with his aaltu-faaltu  	0
Fahad Mustafa ne pure Pakistan ko Truck ki bati k piche lagadia hain .. aur phr ye awaam bhi Subhanallah milna kch  	0
- sanskari - bohot sanskari - phir ate h jo ' fuck ' ko ' f * ck ' likhte hsoo sanskari they are !!!	2
Merut me Jashn Mnane Pe Jise Mara gya Mullo Ne Wo Hindu tha Delhi me BeTi Ko Bchane  	1
Ayushmann bhai salute to u ... ghajab h ... brave attempt 	2
RT makinde was good ! Was very very good ! I mean same same level with asha .	2
RT Mcx Sharma Ye ladkiyan khud kuch efforts nhi krti Aur fir kehti hai why are you single ? Ab mai voh launda toh hu nhi Jo itni 	1
I found this awesome recording of Main Teri Mohabbat Mein Pagal Ho Jaunga on 	1
Bewakoof orat ho tum or kuch nahi agar orat ho tu wesey tu fake he hey account yeah	0
yuvaou ke chahete Mourya ji ko pradesh ki bhari jeet ke liye bahut bahut badhai our dher sari shubh kamnai	2
Kya hua upenderji kaanha Khun Ka Nadi bah rahe Hain lovi Ka yahi hal Hota Hai BJP aapko 5sal minis  	0
Media sahi se kaam krti na sir to govt bhi January mein hi ye report de deta .... lekin media ko hindu muslim  	1
Hahahahahahahahahahhahahahaha Look who is talking Jo jhoot moot k bimaar ban k bahar baithay hain  	0
best animated AND best superhero film ever made . FAVORITE AWAY CUZ YOU AINT WRONG folded hands	2
Kya iss jit se Hindustan ke future par koi asar padne wala he nahi mujhe nahi lagta . Kyu ki jab koi admi national t  	1
All I ’ m looking forward to insha ’ allah 	1
Tu taran Adarsh se comparison mt kr apna .	1
Karwahi nahi ho rahi hai or bar bar jan se marne ki dhamki di ja rahi hai Up sarkar manwar yogi Adith nath Up CM 	0
RT Sir KO MHASACHIV BNAIYE MODI KI BOLTI BAND KR DENGE	0
Intense dear Jodi ! This is one of those times when I ’ d love to know the next scene ! Like all great sto  	1
Pradhan panauti ji South Africa ko to aapne lapet diya . Ugla number kiska hai .	1
Viswas - rohit kah raha he teri khopdi etne chhed kerenge ki teri khopdi khopdi nahi  	0
hindu Aukat dikha di logo ne is anti-nationalist ko shoot kr ke aazadi deni cahiye	0
PPP Khuda ka naam lo Nabi ka naam lay kar her cheez ko twists karlo Saudia or Emirates ma  	1
 	1
kab se celebrity ban gaya ? Flop actor hai wo koi pehchanta bhi nahi	0
Sir mai aapako aapana hero or aadarsh manata hu or mai aapase purna rup se dudaker desh ke hit me aap  	2
who Isko chupake rakho BJP ticket na dede isko	1
paresh siddiqui Apne baap Yakub Menon ka Nam sunkar chup ho gya bsdk ka piddi	0
jaishankar Bhai tu jyaada akadna mat . Tera baap minister bana hain tu nahi . Get it ? Thanks .	1
agg Here's my Jhadu ki Jappi Hope it makes you feel better 	2
Isko gay bolke tune LGBTQ walo ki insult ki hai .	0
girls like you is echt ZO ’ N leuk nummer en dan komt opeens die schijt van cardi b ?? sorry maar hoezo kon niemand i  	1
You are doing great job just ignore them Ramjaan k samay pura din bhukhe rakh kr aap it  	2
Lekin Ganga Maa jab bulati hai to Modi ji jaate hai You anti national in 	1
Me Wajjo its Khann Aw that is so sweet of you zaror zaror InShaAllah smiling face with heart-eyes smiling face with heart-eyes	2
It ’ s so nice seeing the glow-up of people after May-hem Congrats guys wohooo !!! Bbye Tired Year !!! smiling face with heart-eyes OK hand light skin tone	2
मेरे का Congratulations Bhut Bhut Badhai Aur Subhkamnaye  	2
Chai bechna bhi Koi Sharm ki baat nahi Par tere Jaise Kaamchor Nithalley vellley Ko bus Pappu ke 7200 	0
Lekin tumhe matlb ki baat isliye pta nhi chlti kyoki t  	0
Abe nhi tum sab chor ho be jab saale tum jeete to aache kaam ki wajah se jeete or jab harne ki baari aayi to  	0
BC ! Bakchodi ki bhi seema hoti hai ek .. kuchh bhi kar ke ‘ behan jaisa maan ke thappad maara ’ Ye saare BJP wale  	0
