Uid,Sentiment
13514,neutral
19961,neutral
31294,negative
19005,positive
23436,neutral
28998,negative
26382,positive
28029,positive
16574,neutral
15642,negative
34225,negative
22543,negative
34535,negative
7580,neutral
44567,negative
34378,positive
18159,negative
1678,neutral
26842,neutral
22086,neutral
29711,neutral
16232,neutral
22057,negative
34837,negative
6359,negative
21930,positive
22646,positive
19793,negative
38583,negative
6647,negative
22067,positive
7217,positive
8027,positive
12109,negative
32627,negative
807,neutral
38143,positive
2913,positive
26765,positive
9527,neutral
14385,negative
23669,negative
37402,neutral
33543,neutral
18889,negative
7758,neutral
25323,positive
24707,negative
24427,positive
33250,neutral
42593,positive
30779,positive
15614,positive
15177,positive
19007,positive
13263,positive
16454,negative
33088,neutral
45250,positive
44216,positive
22381,positive
41613,positive
18339,neutral
24196,positive
9524,positive
27414,negative
16700,neutral
24557,neutral
14650,positive
3010,neutral
14349,neutral
31278,neutral
11445,negative
31772,neutral
24635,positive
27777,positive
9808,neutral
11250,neutral
19830,positive
12024,negative
23554,neutral
28468,negative
2861,negative
12533,negative
27333,negative
34609,negative
23418,positive
22616,neutral
22002,positive
29013,negative
34670,neutral
18711,positive
34400,positive
1645,negative
11838,neutral
33149,positive
4785,neutral
12539,negative
24467,positive
28655,positive
21687,positive
4712,neutral
28274,neutral
11113,positive
41302,negative
16885,negative
30090,positive
15467,positive
35673,positive
29223,negative
8445,neutral
13823,neutral
36961,negative
27157,neutral
14192,negative
17866,positive
892,neutral
40172,negative
17873,positive
30713,neutral
19968,neutral
22659,positive
15066,neutral
43962,negative
18732,negative
25059,neutral
13150,neutral
15648,neutral
38013,positive
15354,positive
29640,negative
39061,negative
8261,negative
38331,positive
4426,negative
2190,neutral
6492,negative
44357,positive
36612,neutral
13773,positive
3658,neutral
24432,positive
27579,negative
2376,neutral
7967,negative
21050,negative
20458,neutral
18131,positive
5430,neutral
19046,neutral
38817,positive
43795,positive
29107,negative
24590,neutral
24733,negative
15924,positive
25316,neutral
30487,positive
42283,positive
24232,positive
10067,negative
42940,neutral
19308,neutral
13961,negative
2731,neutral
37009,positive
23651,neutral
2517,neutral
43337,positive
16501,neutral
33798,positive
14538,neutral
3495,positive
26660,negative
3517,positive
24564,negative
29220,neutral
14775,positive
45,neutral
35017,positive
36704,positive
39361,neutral
39075,negative
44024,neutral
17565,positive
16102,negative
11751,positive
37262,negative
12763,positive
16966,negative
19250,negative
11787,negative
45222,neutral
27558,negative
14282,negative
42730,neutral
40384,negative
22500,negative
40893,positive
23725,neutral
28867,positive
43218,neutral
37107,neutral
18699,positive
42329,neutral
24201,positive
13885,neutral
16251,neutral
37456,neutral
6989,neutral
17008,neutral
23490,negative
19091,neutral
26018,negative
44820,neutral
30604,neutral
24690,negative
37061,positive
11958,negative
39395,neutral
22295,positive
4313,positive
6818,negative
13809,neutral
19819,neutral
3695,neutral
45177,positive
28992,negative
26103,neutral
21107,positive
16576,negative
27219,neutral
20856,negative
3796,positive
39013,negative
11657,positive
26031,negative
14492,negative
32381,neutral
11016,positive
32473,positive
30794,negative
34923,positive
41827,neutral
12538,neutral
16385,positive
1553,neutral
23,negative
27782,negative
16353,positive
41252,negative
16343,neutral
1808,neutral
13883,negative
19180,negative
11924,neutral
9916,neutral
26592,positive
22844,neutral
29811,neutral
15092,neutral
21035,neutral
8772,negative
26053,positive
30639,negative
2186,positive
2991,neutral
1031,negative
31281,positive
19246,positive
15986,negative
38178,neutral
5082,positive
13510,neutral
7354,negative
14202,positive
15743,negative
26467,neutral
27452,negative
18847,positive
2670,negative
21001,positive
17679,negative
7077,negative
18739,positive
39172,positive
35841,negative
42829,neutral
19307,positive
31323,neutral
17408,neutral
32527,negative
28597,positive
44954,positive
41134,neutral
16127,neutral
28463,positive
3904,neutral
27871,negative
5712,positive
27557,negative
22493,positive
27771,negative
39855,neutral
12032,positive
31726,positive
19178,neutral
32303,neutral
16275,negative
24437,positive
43067,neutral
18834,negative
11801,negative
14079,neutral
2538,positive
15254,neutral
34436,neutral
22212,negative
10292,neutral
28660,neutral
4740,neutral
34254,neutral
21801,neutral
2819,negative
26339,neutral
28232,positive
6277,negative
31243,positive
7901,negative
21043,negative
15710,negative
8839,positive
16862,negative
6191,positive
4191,neutral
25679,negative
40749,neutral
20052,negative
6602,positive
1871,negative
22548,positive
21964,negative
19272,positive
40618,positive
39382,neutral
20594,neutral
16303,positive
8549,negative
7597,negative
43755,negative
13403,negative
28311,neutral
36126,negative
17601,neutral
7841,negative
22235,positive
24542,positive
22036,positive
13201,positive
29852,negative
28563,positive
31681,negative
31303,negative
28182,negative
41054,neutral
529,positive
2993,positive
14809,negative
32895,positive
28471,positive
18193,positive
19313,positive
3833,positive
16507,positive
21085,negative
19188,positive
19166,negative
4618,neutral
32224,positive
16866,negative
27139,positive
13800,negative
19233,neutral
22161,neutral
36045,negative
2882,negative
40249,neutral
21031,negative
40143,neutral
14577,neutral
43688,positive
18965,neutral
40634,positive
23836,negative
7711,neutral
14712,neutral
14503,neutral
14521,neutral
15414,neutral
40391,positive
3753,neutral
39096,neutral
4578,neutral
19304,positive
22048,negative
38347,negative
42519,negative
348,negative
6241,neutral
16761,neutral
38536,positive
30647,negative
10385,neutral
3665,negative
17071,negative
26831,positive
31745,neutral
19551,neutral
27315,positive
14266,positive
21818,positive
30945,negative
20593,positive
43394,neutral
27201,negative
21893,negative
14654,positive
42436,neutral
1476,neutral
30066,neutral
41624,positive
25158,negative
35193,negative
20347,neutral
11487,negative
15366,negative
38487,negative
28972,positive
42603,positive
35202,positive
18234,positive
14840,positive
24486,neutral
16708,negative
30481,neutral
22720,positive
7987,positive
33082,neutral
32786,negative
4840,negative
19027,neutral
24510,negative
39739,neutral
15722,neutral
35491,negative
22032,negative
24453,neutral
11127,negative
15138,negative
17189,negative
24697,neutral
24,neutral
25942,negative
37654,neutral
19473,positive
20943,positive
14619,positive
7122,negative
18652,negative
23542,negative
42508,neutral
38943,negative
28221,neutral
43227,neutral
18409,positive
7787,negative
28185,neutral
32944,positive
43734,negative
16096,negative
775,positive
14285,negative
5969,positive
14314,negative
16405,negative
12021,positive
29012,positive
16827,positive
44616,neutral
13920,negative
33176,negative
8092,negative
939,neutral
21372,negative
45206,negative
44431,neutral
15371,neutral
4927,neutral
33426,positive
10598,negative
39918,neutral
28273,positive
27976,negative
32015,negative
1753,negative
17025,positive
33810,neutral
39713,negative
13639,positive
21311,neutral
32463,negative
4693,neutral
3013,neutral
42402,neutral
17062,negative
12570,neutral
30264,positive
12865,negative
28586,positive
17083,positive
39569,negative
16465,neutral
34878,negative
19902,negative
22986,positive
27000,negative
36717,neutral
26623,neutral
13709,positive
24618,neutral
40371,negative
41490,negative
39646,neutral
25492,neutral
23824,negative
42317,neutral
26970,positive
42337,negative
35315,neutral
26793,neutral
26011,negative
34589,negative
2401,negative
4396,positive
34487,neutral
4036,positive
18665,negative
15611,neutral
5545,negative
24847,neutral
28487,neutral
44528,neutral
42522,negative
26265,positive
32452,neutral
34882,neutral
30914,positive
24146,negative
4417,neutral
19333,positive
19373,negative
22004,neutral
17578,negative
20597,negative
20217,neutral
1419,negative
36252,negative
27158,negative
17266,neutral
21983,positive
16857,negative
39909,negative
41453,positive
12379,negative
13114,positive
12870,positive
14130,negative
43776,positive
44880,negative
27482,positive
30372,neutral
15756,neutral
29935,positive
34464,positive
43958,positive
14083,negative
36966,positive
26207,positive
4511,positive
11034,negative
469,positive
37229,positive
3623,neutral
27226,neutral
28116,negative
19837,neutral
2145,neutral
29084,neutral
18321,positive
28208,positive
30432,neutral
9791,positive
3561,negative
20544,neutral
19678,negative
33622,neutral
8214,neutral
13609,positive
15271,positive
24778,positive
31342,neutral
1393,neutral
28287,negative
16546,positive
17260,negative
35680,negative
1195,negative
21573,neutral
8179,negative
5150,neutral
34439,negative
34779,positive
26138,neutral
11738,neutral
44022,neutral
14744,neutral
19438,negative
1977,negative
24625,positive
24935,neutral
38049,negative
13498,positive
7677,positive
7206,negative
33462,negative
11124,negative
22113,positive
1338,positive
6199,neutral
12261,neutral
18179,neutral
18203,positive
15283,negative
17109,negative
30568,neutral
8921,neutral
3063,positive
12179,positive
18651,negative
18939,positive
11501,negative
21830,neutral
36134,positive
27994,neutral
21030,neutral
38683,negative
19507,positive
38861,positive
19931,positive
6204,positive
43421,positive
11754,negative
10479,neutral
23735,negative
9665,neutral
20396,negative
12409,positive
39701,negative
42710,positive
26272,negative
24112,positive
30306,neutral
25079,negative
15751,positive
27259,negative
16470,negative
33784,positive
24737,positive
39196,positive
15820,positive
26304,negative
8771,negative
2665,positive
15753,positive
7829,neutral
5846,negative
34554,negative
13233,positive
36176,neutral
29612,positive
12528,negative
11371,negative
6297,negative
33940,negative
8359,neutral
28544,positive
26287,positive
27505,positive
2130,positive
2131,positive
8917,negative
6111,neutral
35068,positive
41650,negative
43038,neutral
36746,neutral
5307,negative
9035,negative
27211,neutral
3136,negative
14341,positive
31756,positive
16138,negative
30504,negative
12806,neutral
28822,neutral
416,neutral
21188,negative
35433,positive
30123,negative
6828,negative
32799,negative
6884,negative
36202,negative
12358,negative
42299,negative
44756,positive
24925,neutral
40570,positive
10160,negative
25066,positive
12892,neutral
7917,negative
42642,negative
13326,positive
10134,positive
18698,negative
605,positive
7157,positive
14553,positive
18565,neutral
37965,negative
30578,positive
24789,positive
27416,neutral
2975,negative
12415,neutral
7981,positive
17101,positive
17072,neutral
22518,positive
28493,negative
38975,negative
5831,positive
28049,positive
25716,positive
12788,negative
28262,neutral
27052,negative
8032,neutral
32657,negative
15564,neutral
2485,negative
3624,negative
24388,negative
9266,negative
14943,neutral
29845,negative
23969,negative
31086,positive
44120,positive
22344,positive
8577,positive
6271,neutral
43527,positive
28874,positive
18933,positive
29359,neutral
44956,neutral
13212,positive
38338,positive
27578,negative
16236,negative
4759,positive
20944,positive
28230,negative
39077,negative
11480,positive
40353,negative
14667,neutral
6921,negative
42268,neutral
30890,negative
4145,positive
43951,negative
24126,negative
23687,negative
26619,neutral
24400,positive
8369,negative
12639,positive
32728,neutral
3457,positive
1008,positive
29764,neutral
24588,positive
28839,neutral
7548,negative
27098,positive
13139,neutral
32226,neutral
28460,negative
21609,negative
12435,neutral
37477,neutral
17820,neutral
40820,negative
30361,positive
19969,positive
10807,negative
20106,neutral
17455,neutral
33818,positive
12048,negative
17789,positive
27975,positive
18570,positive
18888,positive
29275,negative
24563,negative
19154,negative
15606,positive
3459,negative
41501,negative
34731,neutral
2242,neutral
13281,negative
22413,negative
45230,neutral
16733,positive
4763,neutral
16246,neutral
39588,negative
25279,negative
6154,negative
12784,negative
14395,negative
42240,neutral
15222,positive
16339,positive
6993,positive
32495,neutral
24210,negative
38078,negative
19422,positive
5530,neutral
38819,positive
19825,neutral
33526,neutral
19435,neutral
10866,positive
19171,positive
28954,neutral
12640,negative
7236,neutral
22464,neutral
41413,negative
20346,negative
18752,negative
15302,neutral
36105,neutral
42659,neutral
4903,neutral
15993,positive
37386,neutral
40435,neutral
5869,neutral
27924,negative
25509,negative
18684,positive
44014,positive
4743,positive
27840,negative
18864,neutral
19393,negative
15096,negative
41022,negative
9880,negative
12165,positive
32877,neutral
25579,negative
19297,positive
26355,negative
8173,positive
24719,positive
22590,positive
16998,positive
26652,positive
3551,negative
23169,neutral
33938,positive
36828,neutral
25531,negative
14436,positive
9772,negative
10159,negative
17191,negative
28368,positive
13427,positive
13889,negative
26376,negative
38635,neutral
23407,positive
11609,neutral
28395,negative
23750,negative
23450,positive
23256,positive
26494,neutral
7833,positive
29255,negative
22573,neutral
337,negative
15198,negative
5349,positive
18547,positive
12880,neutral
27795,positive
16620,neutral
27014,negative
30841,positive
27562,positive
30588,neutral
14967,positive
32319,neutral
5808,neutral
38048,neutral
14506,negative
7532,negative
28767,positive
33135,positive
30262,neutral
25723,neutral
288,neutral
24487,positive
28747,neutral
30488,negative
42582,negative
30979,positive
13144,neutral
2518,neutral
40336,positive
1499,neutral
40093,neutral
21128,negative
22265,negative
19274,negative
2982,positive
14142,neutral
14061,neutral
10342,negative
17351,neutral
13539,negative
30320,positive
2014,negative
12971,positive
31855,positive
28546,positive
15236,positive
1917,positive
5320,neutral
1463,neutral
43401,neutral
27347,negative
20879,neutral
4481,negative
28044,positive
36689,negative
17376,negative
9112,negative
14951,negative
37461,neutral
32721,positive
40525,positive
1114,neutral
33873,positive
962,positive
21192,negative
27751,positive
4568,positive
22115,positive
19594,neutral
11891,positive
14589,neutral
39675,neutral
15270,neutral
17281,negative
17865,positive
11122,positive
26719,positive
19047,negative
21846,negative
27127,neutral
23741,negative
19467,positive
8098,neutral
2722,neutral
27435,positive
27528,negative
40107,neutral
7795,positive
35175,positive
13769,positive
15384,negative
7350,positive
6706,negative
42405,neutral
14283,positive
39811,positive
12877,negative
26160,neutral
23831,negative
12580,negative
439,negative
30544,negative
35231,negative
15165,negative
34525,positive
39831,negative
21747,negative
26292,negative
24019,positive
31013,negative
2674,neutral
28720,positive
6974,negative
21918,neutral
9893,neutral
20309,positive
13390,negative
23252,positive
39852,neutral
26403,positive
10754,positive
42802,positive
10210,positive
19148,positive
32879,positive
20590,positive
31936,negative
2698,negative
359,negative
33272,negative
2363,negative
28431,positive
7185,positive
17144,positive
28647,negative
36120,positive
24124,neutral
25195,negative
42115,neutral
13713,negative
19561,negative
33519,neutral
8317,negative
6157,negative
21118,positive
32304,neutral
19444,negative
10419,negative
28608,negative
22923,positive
16792,negative
12945,positive
6456,negative
28201,neutral
41804,positive
44230,positive
10804,neutral
629,negative
3971,negative
43555,negative
45181,neutral
24727,negative
31866,positive
9909,positive
24647,positive
5090,negative
18913,neutral
40952,negative
2866,neutral
22973,negative
29404,neutral
34388,neutral
42923,negative
22914,positive
28925,negative
24777,negative
9753,neutral
16590,neutral
26738,neutral
26829,positive
15014,negative
21327,neutral
7815,positive
22279,neutral
40317,neutral
35711,neutral
31295,negative
2752,positive
38786,neutral
28883,neutral
18580,positive
19470,neutral
45260,negative
12941,negative
17065,negative
3190,negative
31492,negative
44893,neutral
4696,negative
996,negative
33070,neutral
23478,positive
29717,neutral
14037,negative
18879,positive
1400,negative
2371,neutral
19814,positive
28825,negative
2807,positive
19053,neutral
31277,neutral
15186,neutral
2657,negative
14821,neutral
2476,positive
41606,negative
24133,positive
32093,neutral
44741,positive
24261,positive
24944,positive
1656,positive
42454,positive
8075,positive
13591,neutral
27532,positive
31223,negative
22250,negative
38473,negative
44663,positive
28868,negative
23816,neutral
43921,negative
15206,neutral
3,negative
10283,negative
10765,positive
18622,negative
27940,neutral
7523,negative
35537,positive
28615,negative
26715,negative
44423,neutral
40898,positive
28106,negative
18074,neutral
31137,neutral
40038,negative
2294,positive
34181,negative
