Uid,Sentiment
39275,neutral
8989,neutral
17955,negative
22519,positive
2229,neutral
10402,negative
26363,negative
42186,positive
15210,neutral
19435,neutral
37742,neutral
22131,negative
2242,neutral
34731,neutral
16460,negative
8577,positive
21100,positive
13326,positive
45054,neutral
2665,positive
12887,positive
22918,neutral
30432,neutral
2145,neutral
7700,positive
28383,neutral
24453,neutral
9507,positive
33618,positive
13770,neutral
37153,neutral
44024,neutral
19821,negative
22616,neutral
37402,neutral
16232,neutral
40060,positive
37417,positive
18762,neutral
25431,neutral
31236,positive
40236,positive
3190,negative
29787,positive
2425,positive
42115,neutral
44145,neutral
5530,neutral
26619,neutral
15564,neutral
37727,positive
2131,positive
27637,neutral
17196,neutral
30258,neutral
15186,neutral
19278,negative
33722,positive
4049,neutral
28201,neutral
31314,neutral
21846,negative
31285,negative
28767,positive
3276,neutral
7715,positive
27142,neutral
41581,positive
24126,negative
11480,positive
35035,neutral
30123,negative
26287,positive
30684,positive
33652,neutral
15335,neutral
7677,positive
11738,neutral
21573,neutral
14524,positive
16546,positive
26207,positive
34464,positive
29935,positive
15475,neutral
39902,neutral
23542,negative
19473,positive
39857,positive
18912,negative
19188,positive
8776,neutral
7853,negative
26043,neutral
28669,negative
27782,negative
32473,positive
19375,positive
40962,neutral
712,neutral
17565,positive
34952,positive
39525,positive
16911,neutral
28274,neutral
11445,negative
25323,positive
38143,positive
32627,negative
19793,negative
7370,positive
17285,positive
16053,positive
30846,negative
11317,positive
26012,positive
4674,neutral
13792,positive
45010,neutral
8477,negative
14547,positive
12805,positive
27532,positive
6546,positive
2674,neutral
42981,positive
962,positive
23674,negative
28044,positive
32748,negative
22491,neutral
39910,neutral
32495,neutral
27968,neutral
23350,positive
8241,neutral
12435,neutral
12639,positive
5346,positive
12788,negative
41376,negative
11371,negative
39196,positive
44022,neutral
27845,neutral
1694,neutral
12870,positive
24847,neutral
906,positive
30264,positive
2799,negative
11204,neutral
11740,neutral
529,positive
13201,positive
7841,negative
23584,positive
40016,positive
7077,negative
26053,positive
3695,neutral
23725,neutral
17190,negative
19308,neutral
12850,positive
15066,neutral
19830,positive
22381,positive
16868,positive
24791,negative
23881,positive
14680,neutral
17628,negative
34519,neutral
17571,positive
12229,positive
12928,neutral
14034,negative
14707,negative
15577,negative
21595,positive
6803,positive
44385,positive
16915,neutral
16139,neutral
27594,negative
20321,neutral
26715,negative
14631,positive
17239,positive
40317,neutral
43857,positive
24609,negative
42802,positive
10754,positive
29849,negative
14413,negative
3706,negative
36316,negative
23750,negative
5177,neutral
10866,positive
16339,positive
9232,neutral
20944,positive
20713,negative
44120,positive
25443,positive
36176,neutral
11501,negative
38764,positive
17109,negative
14722,neutral
17083,positive
24661,neutral
4927,neutral
16827,positive
14398,positive
35607,negative
16255,positive
28958,neutral
37504,negative
43067,neutral
19307,positive
5082,positive
4313,positive
36310,neutral
4746,neutral
43795,positive
24432,positive
15648,neutral
17873,positive
13774,positive
32805,positive
44763,neutral
23638,positive
13505,negative
11642,neutral
7945,positive
26695,positive
33655,negative
19572,positive
35088,neutral
28980,negative
38474,negative
28469,neutral
32180,positive
35302,neutral
19142,negative
35671,positive
33039,positive
4175,neutral
6773,positive
16242,positive
10765,positive
8379,neutral
19470,neutral
24727,negative
10804,neutral
15215,neutral
21747,negative
39831,negative
40387,neutral
4568,positive
7833,positive
27832,neutral
27417,positive
12978,neutral
23969,negative
14943,neutral
7981,positive
605,positive
2130,positive
26966,positive
33784,positive
22560,negative
18203,positive
1338,positive
35054,positive
1195,negative
21596,negative
5301,neutral
27636,positive
10598,negative
28185,neutral
15592,positive
17071,negative
6277,negative
14079,neutral
23963,positive
26592,positive
3098,negative
14775,positive
3576,negative
13823,neutral
1910,neutral
13072,neutral
16310,positive
2913,positive
19005,positive
25800,positive
30884,neutral
17370,neutral
14255,negative
15487,neutral
36789,positive
2994,neutral
13717,negative
8519,neutral
20310,negative
12667,neutral
13906,neutral
43789,neutral
19805,positive
28070,neutral
26558,positive
1362,positive
39175,positive
38786,neutral
16022,neutral
9909,positive
13713,negative
33272,negative
24675,positive
39811,positive
2477,negative
3975,negative
21192,negative
33938,positive
41022,negative
5684,neutral
19825,neutral
36111,positive
21609,negative
13139,neutral
24925,neutral
3860,positive
41650,negative
12528,negative
16470,negative
15751,positive
20396,negative
24935,neutral
19678,negative
22986,positive
33978,neutral
13450,neutral
18725,positive
15523,positive
28471,positive
28508,negative
44572,neutral
23090,positive
3904,neutral
14202,positive
15986,negative
34152,positive
3796,positive
42042,neutral
39075,negative
4628,positive
25378,negative
29772,positive
20017,negative
41758,negative
30047,negative
22117,negative
745,negative
81,neutral
34450,neutral
24326,neutral
20655,negative
7273,neutral
15011,positive
22011,negative
18202,negative
34143,neutral
15317,negative
35514,negative
26325,positive
14761,negative
26880,negative
20142,positive
11189,negative
23514,neutral
14681,positive
19296,positive
26390,positive
352,negative
359,negative
13840,positive
15165,negative
14589,neutral
12971,positive
30274,negative
14783,positive
6799,neutral
26509,negative
27924,negative
12048,negative
36216,neutral
35232,neutral
15774,negative
22344,positive
14175,negative
416,neutral
14921,neutral
36708,positive
8214,neutral
42886,neutral
45068,negative
31946,neutral
6963,negative
29852,negative
40618,positive
31727,neutral
20174,positive
20293,negative
28992,negative
16251,neutral
24491,neutral
16824,positive
20091,neutral
4785,neutral
17343,positive
31772,neutral
24078,neutral
15614,positive
30779,positive
22646,positive
25795,positive
2127,negative
42875,negative
3522,positive
17767,negative
7621,positive
15722,neutral
12916,positive
26234,neutral
4840,negative
30943,neutral
6241,neutral
13937,neutral
43688,positive
40143,neutral
36045,negative
7901,negative
12032,positive
16127,neutral
44954,positive
43629,neutral
61,negative
13883,negative
42369,neutral
13989,negative
21107,positive
18884,negative
43925,neutral
3495,positive
24473,neutral
42940,neutral
30487,positive
19046,neutral
8470,negative
30713,neutral
29013,negative
3766,neutral
7758,neutral
15383,neutral
20051,positive
24207,neutral
33744,neutral
23570,negative
22277,negative
2910,positive
34966,positive
4314,neutral
21329,negative
26925,neutral
15901,positive
12743,positive
2281,positive
880,negative
25350,negative
23539,neutral
32130,positive
16986,positive
22220,positive
15053,positive
31137,neutral
2476,positive
18879,positive
18580,positive
28883,neutral
26829,positive
8224,negative
22923,positive
26498,positive
24124,neutral
38220,positive
30320,positive
8479,negative
13102,negative
26494,neutral
12976,neutral
16323,neutral
4743,positive
5193,positive
33370,negative
17789,positive
3639,positive
19434,neutral
17072,neutral
3081,positive
13668,positive
43421,positive
1934,positive
33462,negative
16317,neutral
6390,positive
20597,negative
26970,positive
19902,negative
28586,positive
43682,neutral
41166,positive
24697,neutral
23958,positive
561,neutral
11487,negative
21818,positive
18965,neutral
16866,negative
14879,negative
2993,positive
22713,positive
12959,neutral
43139,neutral
11657,positive
36467,negative
38056,neutral
16957,positive
37838,neutral
39361,neutral
43337,positive
37009,positive
13961,negative
32634,negative
28625,negative
2431,positive
17457,positive
14999,negative
34535,negative
12087,negative
17015,neutral
12088,positive
26459,neutral
17616,positive
35295,neutral
31363,negative
41791,negative
16903,positive
35524,negative
4516,positive
2982,positive
1499,neutral
13144,neutral
37211,negative
39828,neutral
23256,positive
4347,neutral
30239,positive
13830,negative
25626,neutral
1008,positive
3457,positive
44279,neutral
13212,positive
40570,positive
39289,positive
39485,positive
35433,positive
6111,neutral
24328,positive
8771,negative
12809,positive
41471,negative
27752,neutral
27967,neutral
17963,neutral
4417,neutral
16465,neutral
36841,negative
3614,negative
30636,neutral
3195,positive
37899,neutral
23919,neutral
13964,neutral
24686,neutral
2549,positive
30235,negative
42519,negative
25406,negative
14712,neutral
2882,negative
31681,negative
16303,positive
41634,positive
23953,neutral
2467,neutral
35444,positive
39172,positive
22844,neutral
41820,negative
40422,negative
43218,neutral
28867,positive
24970,positive
11391,positive
40248,negative
25781,positive
36612,neutral
10285,negative
43962,negative
17866,positive
14735,negative
27609,positive
14349,neutral
39304,positive
29915,neutral
26382,positive
25201,neutral
29626,negative
1511,negative
27033,positive
28203,negative
12212,negative
22395,positive
13738,neutral
12790,neutral
252,positive
21014,positive
16480,neutral
39480,positive
19676,neutral
22352,negative
44732,negative
19550,negative
9510,positive
2371,neutral
35711,neutral
1015,neutral
21880,negative
42691,neutral
24739,positive
13822,negative
13481,neutral
27528,negative
27127,neutral
32721,positive
40186,negative
17351,neutral
10342,negative
25723,neutral
32426,positive
35575,positive
14395,negative
11299,negative
7548,negative
28839,neutral
32657,negative
16161,negative
14553,positive
32799,negative
37493,negative
16138,negative
3335,negative
20569,negative
24205,neutral
14687,positive
3659,neutral
34779,positive
9791,positive
26295,neutral
28208,positive
19484,positive
44528,neutral
44573,positive
34878,negative
12657,neutral
28221,neutral
12625,positive
13756,positive
2295,neutral
15902,neutral
2557,neutral
26777,negative
21390,neutral
31554,neutral
28631,positive
22889,positive
23816,neutral
1656,positive
41606,negative
16424,positive
28861,neutral
8124,positive
44687,positive
39716,negative
26719,positive
8689,neutral
11891,positive
40525,positive
13879,negative
27562,positive
15198,negative
337,negative
15778,negative
12824,positive
14347,negative
36105,neutral
31483,negative
38078,negative
31307,negative
21678,positive
6613,positive
32226,neutral
24475,neutral
24588,positive
4887,neutral
14667,neutral
27578,negative
29359,neutral
18790,neutral
42642,negative
28344,negative
1207,negative
31519,positive
34554,negative
28456,negative
8097,negative
27994,neutral
38049,negative
19438,negative
1539,neutral
22440,negative
21807,neutral
34272,neutral
26265,positive
42522,negative
10592,neutral
27476,positive
26038,negative
18044,positive
38943,negative
25942,negative
33082,neutral
28870,positive
17784,positive
32895,positive
29008,positive
19258,neutral
36126,negative
28660,neutral
23825,negative
42826,positive
3461,negative
20209,negative
31281,positive
30972,neutral
5715,negative
17165,neutral
27370,neutral
40893,positive
10645,neutral
22500,negative
20680,positive
2517,neutral
2731,neutral
3497,neutral
29107,negative
24099,positive
15927,neutral
33469,negative
24557,neutral
16700,neutral
14385,negative
10361,negative
41601,neutral
22705,negative
23960,negative
16164,positive
29086,neutral
32057,positive
28866,negative
40832,neutral
15312,negative
11088,negative
21999,negative
32708,negative
22460,positive
24839,negative
30698,neutral
22397,neutral
16042,neutral
37864,neutral
3983,negative
3809,positive
45260,negative
31706,neutral
22279,neutral
25195,negative
20309,positive
26160,neutral
7350,positive
19467,positive
28178,positive
43401,neutral
2014,negative
33032,negative
23935,neutral
30708,neutral
29171,negative
14158,negative
14346,negative
11617,negative
39086,neutral
30625,neutral
14609,positive
25156,positive
18453,negative
2069,neutral
26615,positive
30992,neutral
14302,negative
6005,positive
466,positive
14434,negative
17777,neutral
33166,positive
29819,neutral
12006,negative
15904,positive
19053,neutral
24732,positive
4534,neutral
629,negative
27686,positive
36120,positive
35459,positive
4285,neutral
13390,negative
30544,negative
40242,negative
16119,neutral
4481,negative
22000,negative
31041,positive
34264,negative
30588,neutral
1969,positive
23110,negative
28395,negative
20613,positive
11609,neutral
38933,positive
29026,positive
16733,positive
11248,neutral
41501,negative
27975,positive
8447,negative
20970,neutral
17820,neutral
28230,negative
37094,negative
24408,positive
40188,negative
1425,neutral
13781,positive
28493,negative
18971,negative
6297,negative
7829,neutral
16045,negative
10673,negative
4036,positive
25492,neutral
43212,positive
18849,neutral
17062,negative
16084,negative
44517,negative
5969,positive
11127,negative
30481,neutral
35101,negative
30066,neutral
14679,negative
20593,positive
11099,positive
4618,neutral
45043,negative
24542,positive
28311,neutral
6191,positive
26327,negative
15064,negative
31323,neutral
32381,neutral
28272,neutral
33859,positive
16435,negative
26103,neutral
19819,neutral
22295,positive
41814,negative
11077,negative
27157,neutral
29223,negative
11772,neutral
2536,negative
2861,negative
17252,neutral
13263,positive
19007,positive
29006,negative
7217,positive
41834,positive
13951,neutral
23298,negative
15764,negative
24037,positive
30795,negative
26528,negative
14819,negative
17719,positive
13579,negative
30515,neutral
21386,neutral
30141,positive
37292,negative
15002,positive
3439,positive
20579,negative
9974,negative
39704,negative
40807,neutral
19250,negative
24564,negative
18094,negative
11105,neutral
24232,positive
22012,positive
24733,negative
16121,positive
38817,positive
10966,negative
38331,positive
38013,positive
33948,positive
18732,negative
12652,neutral
45127,negative
28655,positive
37226,positive
42593,positive
33250,neutral
22057,negative
4045,negative
38085,negative
39529,neutral
40920,negative
36464,positive
30095,neutral
14407,negative
20408,positive
5012,positive
27449,negative
19016,negative
26856,neutral
28063,neutral
9849,negative
31116,positive
19164,negative
13277,negative
3184,neutral
25580,positive
10162,negative
35199,positive
28106,negative
28657,neutral
3,negative
24133,positive
12599,positive
43506,positive
20586,neutral
34388,neutral
22973,negative
31866,positive
25924,neutral
35027,positive
11637,positive
2728,negative
35231,negative
18280,neutral
10379,negative
29023,positive
19297,positive
4903,neutral
28954,neutral
33526,neutral
39588,negative
22413,negative
23687,negative
4759,positive
29845,negative
25716,positive
10134,positive
7917,negative
12358,negative
33470,positive
40301,negative
30306,neutral
19507,positive
18179,neutral
3561,negative
9419,neutral
43958,positive
14859,negative
44880,negative
20217,neutral
5545,negative
2401,negative
35930,positive
939,neutral
29406,negative
10656,neutral
18234,positive
13161,negative
33671,negative
38487,negative
1920,positive
31745,neutral
30647,negative
40391,positive
32628,positive
28563,positive
7597,negative
15672,negative
22548,positive
4191,neutral
11801,negative
29863,neutral
26397,neutral
27452,negative
20866,negative
2395,negative
38008,neutral
27558,negative
15924,positive
18131,positive
6016,positive
22659,positive
19968,neutral
892,neutral
15467,positive
21687,positive
32665,positive
16595,positive
35171,neutral
22495,neutral
24707,negative
37687,negative
28029,positive
12964,neutral
40321,neutral
12109,negative
22067,positive
1784,negative
41573,negative
16016,negative
28392,negative
24840,positive
35052,positive
38393,negative
15625,positive
17429,negative
27313,neutral
34626,neutral
19917,positive
2793,negative
12462,negative
24220,negative
37921,negative
34325,negative
28547,neutral
13686,positive
10473,negative
1859,neutral
24288,negative
37312,negative
5129,positive
30966,negative
8276,negative
37549,negative
12661,negative
17018,negative
31056,neutral
42277,neutral
37750,neutral
14328,positive
10466,neutral
35537,positive
15282,positive
38473,negative
15873,neutral
23327,neutral
7968,positive
3726,negative
31295,negative
32807,negative
1247,positive
28925,negative
2866,neutral
24647,positive
13465,negative
10419,negative
19680,neutral
14756,negative
44672,neutral
19913,neutral
40107,neutral
19285,negative
18388,negative
28546,positive
17197,negative
14506,negative
23407,positive
26376,negative
26946,negative
3551,negative
25579,negative
13480,positive
12531,negative
7942,negative
33818,positive
10807,negative
22226,negative
24400,positive
4123,negative
44736,neutral
24821,neutral
23253,positive
24789,positive
35068,positive
37267,positive
25079,negative
24112,positive
24089,negative
44067,negative
5476,positive
31253,negative
38001,neutral
35740,positive
8246,negative
41453,positive
11660,positive
22330,neutral
12997,negative
15303,negative
837,neutral
13920,negative
27305,negative
775,positive
39739,neutral
28385,positive
22163,neutral
6499,positive
3717,positive
26155,neutral
36991,positive
19233,neutral
36988,positive
32224,positive
22036,positive
24499,positive
19272,positive
8050,negative
2819,negative
32930,negative
30389,positive
8641,neutral
39855,neutral
19262,negative
16243,negative
6322,negative
41252,negative
30794,negative
15726,negative
41909,negative
8059,negative
6818,negative
13873,negative
2276,neutral
26688,negative
24077,positive
2278,neutral
16905,negative
14785,neutral
43731,neutral
12656,positive
15372,neutral
9929,negative
42843,neutral
37614,neutral
19252,neutral
2705,neutral
19321,positive
10600,positive
13602,neutral
44451,positive
3463,neutral
43518,neutral
36215,negative
13583,positive
24944,positive
37143,positive
27119,negative
26826,neutral
3971,negative
41804,positive
19561,negative
28647,negative
3138,neutral
19148,positive
43508,neutral
6706,negative
8098,neutral
40533,neutral
17865,positive
14951,negative
17656,neutral
1917,positive
30979,positive
28285,positive
33135,positive
30550,negative
18547,positive
39166,positive
26652,positive
12382,positive
14933,neutral
24210,negative
15222,positive
25279,negative
34735,neutral
30361,positive
19476,neutral
44756,positive
42299,negative
27211,neutral
1828,neutral
33658,negative
13233,positive
15753,positive
30275,positive
27220,neutral
19504,positive
16758,positive
22113,positive
19391,positive
14352,negative
3623,neutral
11034,negative
14130,negative
26539,negative
27158,negative
1419,negative
27065,negative
32135,negative
15611,neutral
27228,negative
26793,neutral
8896,neutral
16178,negative
28213,negative
4693,neutral
13639,positive
1753,negative
39918,neutral
7122,negative
17189,negative
7987,positive
24486,neutral
9087,neutral
28972,positive
25158,negative
6253,positive
16896,negative
16761,neutral
15414,neutral
40634,positive
31017,negative
14809,negative
41417,negative
22296,neutral
15710,negative
22212,negative
27771,negative
28597,positive
42829,neutral
35841,negative
26467,neutral
30639,negative
11924,neutral
10805,positive
14218,negative
15689,negative
39128,positive
3517,positive
23651,neutral
45089,positive
20080,negative
25059,neutral
11113,positive
2079,negative
4742,neutral
11838,neutral
29137,negative
1472,positive
37799,positive
24211,negative
22770,negative
24946,positive
4537,negative
18074,neutral
28615,negative
22095,positive
34805,negative
5146,negative
17065,negative
12941,negative
7815,positive
1543,positive
27691,negative
28720,positive
14283,positive
26631,positive
14935,neutral
13059,negative
10669,negative
31350,neutral
35892,neutral
13427,positive
21029,neutral
1537,negative
5869,neutral
38477,negative
14651,positive
12784,negative
6154,negative
1357,neutral
22260,negative
23007,negative
16236,negative
25524,positive
22518,positive
10160,negative
26027,neutral
6497,negative
34884,negative
16162,negative
28544,positive
12409,positive
6204,positive
7423,neutral
11483,negative
24625,positive
6088,positive
18697,positive
43696,positive
15756,neutral
1038,negative
34127,positive
11811,neutral
34882,neutral
15133,negative
14149,negative
44013,negative
17059,neutral
26623,neutral
39713,negative
17025,positive
11959,negative
42704,negative
8092,negative
44616,neutral
16096,negative
34216,positive
14619,positive
22032,negative
30206,neutral
21256,negative
14654,positive
26937,negative
38347,negative
41358,neutral
21085,negative
3249,negative
18193,positive
31303,negative
23401,negative
26339,neutral
15863,positive
22493,positive
24628,neutral
26705,positive
44587,negative
29944,negative
38178,neutral
16343,neutral
14439,positive
23,negative
11016,positive
19511,neutral
23490,negative
4797,negative
26660,negative
17911,negative
10067,negative
2780,positive
27579,negative
44357,positive
6492,negative
18914,negative
36961,negative
35360,neutral
12539,negative
13138,negative
9808,neutral
27414,negative
16454,negative
24427,positive
19737,negative
38583,negative
18159,negative
7580,neutral
77,neutral
5102,negative
5109,positive
36029,negative
23130,positive
8190,positive
24103,neutral
14864,positive
25779,positive
9556,neutral
26742,negative
25251,negative
13539,negative
37880,neutral
40093,neutral
35467,negative
22573,neutral
35335,positive
9772,negative
17096,neutral
12693,neutral
8173,positive
19393,negative
21111,neutral
37677,negative
18684,positive
34074,negative
42659,neutral
19171,positive
34148,negative
13281,negative
18888,positive
22320,negative
32728,neutral
34357,neutral
12017,positive
38975,negative
22853,neutral
25066,positive
8692,negative
5777,negative
15820,positive
40966,neutral
22598,positive
17260,negative
15271,positive
29084,neutral
20354,neutral
21983,positive
41740,negative
7702,positive
12570,neutral
27255,positive
22132,neutral
29012,positive
1334,negative
32944,positive
3963,positive
19027,neutral
26809,positive
18826,negative
42436,neutral
8998,positive
10385,neutral
42663,positive
14521,neutral
14577,neutral
16086,negative
24769,neutral
39382,neutral
6602,positive
20052,negative
25679,negative
32683,positive
34254,neutral
23482,neutral
27557,negative
30765,neutral
2670,negative
28523,positive
2265,negative
16397,negative
1031,negative
462,neutral
747,neutral
1808,neutral
41827,neutral
33287,neutral
9451,positive
17008,neutral
14070,negative
6989,neutral
42329,neutral
28561,neutral
17169,positive
16102,negative
35017,positive
26342,negative
17441,negative
42283,positive
7967,negative
4426,negative
13150,neutral
8445,neutral
30090,positive
4712,neutral
27333,negative
24635,positive
3010,neutral
33088,neutral
37840,negative
1105,neutral
807,neutral
6376,positive
8338,neutral
26842,neutral
9971,negative
24924,negative
39341,neutral
12810,negative
19946,positive
24687,neutral
17625,positive
30587,positive
35219,negative
15124,negative
38112,neutral
10413,neutral
2567,neutral
9776,positive
44886,negative
40801,neutral
13438,neutral
7331,negative
28528,negative
17553,neutral
14402,negative
43111,positive
35516,neutral
29275,negative
28776,neutral
17455,neutral
19969,positive
37477,neutral
7436,negative
6271,neutral
3624,negative
17101,positive
18565,neutral
14851,neutral
18675,positive
36202,negative
30504,negative
36977,negative
21906,neutral
18651,negative
34012,negative
15900,neutral
38189,neutral
22655,positive
8179,negative
37229,positive
469,positive
31067,negative
12379,negative
24804,negative
18665,negative
34348,negative
27000,negative
27478,neutral
45135,negative
33810,neutral
21372,negative
15027,neutral
16405,negative
7787,negative
36907,positive
18652,negative
42603,positive
43394,neutral
37280,negative
21031,negative
20373,negative
3833,positive
28182,negative
4859,positive
26729,positive
13250,negative
13403,negative
28232,positive
40558,negative
24458,neutral
10292,neutral
17661,neutral
19178,neutral
41134,neutral
17679,negative
18847,positive
21035,neutral
34923,positive
20856,negative
30604,neutral
41753,negative
13885,neutral
24201,positive
16966,negative
36704,positive
2190,neutral
25456,negative
33149,positive
29916,neutral
12533,negative
30263,positive
17506,positive
18339,neutral
17085,neutral
9527,neutral
27034,neutral
34225,negative
9357,negative
40643,neutral
3028,neutral
37671,neutral
43796,negative
13183,neutral
10480,positive
13604,negative
13940,neutral
5608,positive
743,neutral
27748,neutral
22251,neutral
24698,negative
2524,negative
26165,neutral
9435,negative
9600,neutral
24754,positive
24068,negative
20404,positive
24355,neutral
9286,neutral
39260,negative
6106,negative
44209,positive
15352,negative
42944,positive
20278,positive
13907,negative
6187,negative
32790,negative
38562,neutral
34181,negative
26483,negative
38029,negative
13591,neutral
1400,negative
5915,negative
10394,negative
10210,positive
23252,positive
26292,negative
7795,positive
2542,neutral
28985,negative
36905,negative
20879,neutral
36252,negative
34487,neutral
20551,neutral
35315,neutral
39569,negative
14606,positive
15787,negative
44431,neutral
45206,negative
16215,neutral
18409,positive
24,neutral
35491,negative
32786,negative
27643,neutral
16708,negative
35202,positive
1476,neutral
30945,negative
3665,negative
26601,negative
9712,neutral
43973,neutral
40249,neutral
41599,negative
22414,positive
17421,negative
8502,neutral
27277,neutral
5712,positive
17408,neutral
15743,negative
11956,positive
24645,positive
15992,positive
28585,negative
11958,negative
24690,negative
44820,neutral
43202,positive
5815,neutral
26833,positive
33798,positive
28674,negative
10626,positive
34609,negative
30337,negative
24199,negative
5321,negative
9914,negative
41613,positive
24482,positive
21930,positive
13260,negative
28998,negative
7194,neutral
12611,negative
22970,positive
27072,neutral
30971,neutral
12802,negative
4762,negative
10492,negative
21970,negative
11705,neutral
8573,neutral
45071,negative
1900,neutral
5499,neutral
4479,positive
26108,positive
145,negative
12559,negative
28909,negative
39333,neutral
17094,neutral
10178,negative
34220,neutral
11530,negative
28027,negative
38093,neutral
21785,neutral
23484,neutral
36409,negative
13217,negative
24318,neutral
26414,positive
28340,positive
16419,negative
24344,negative
23853,neutral
39079,neutral
569,positive
42260,negative
42454,positive
13045,negative
31492,negative
22914,positive
42923,negative
28608,negative
29176,neutral
32879,positive
31106,neutral
39852,neutral
21918,neutral
27435,positive
19594,neutral
37164,negative
21318,positive
19274,negative
14526,positive
40336,positive
12348,neutral
42582,negative
5808,neutral
14967,positive
12880,neutral
14025,neutral
23450,positive
34784,positive
18215,negative
9880,negative
22464,neutral
19422,positive
15499,positive
4763,neutral
13352,negative
24563,negative
21456,neutral
39096,neutral
24545,positive
36110,neutral
26145,neutral
8839,positive
21043,negative
1246,positive
19890,negative
31726,positive
15092,neutral
14492,negative
26031,negative
45177,positive
14602,neutral
40384,negative
36663,positive
12763,positive
10529,neutral
14538,neutral
40871,neutral
1378,positive
13773,positive
42574,negative
16885,negative
41302,negative
36476,negative
22002,positive
1179,negative
27777,positive
14650,positive
19155,neutral
19659,neutral
30576,positive
6359,negative
1678,neutral
18085,positive
26366,neutral
33983,neutral
20919,positive
24999,negative
19073,neutral
27377,positive
20302,neutral
13972,positive
14828,positive
5558,neutral
33239,negative
16240,negative
41029,neutral
44331,neutral
2804,negative
3163,negative
15105,negative
19765,neutral
39467,negative
39163,positive
9865,negative
6490,positive
26258,negative
33662,negative
35037,negative
17650,positive
21953,neutral
35144,positive
16544,negative
5726,negative
16427,neutral
22075,neutral
22749,negative
30364,negative
33731,negative
28511,negative
15206,neutral
2657,negative
9941,neutral
19814,positive
42371,negative
36543,negative
17364,neutral
24777,negative
34031,neutral
34066,negative
32304,neutral
33519,neutral
20216,negative
34525,positive
22281,negative
1701,positive
17966,negative
11122,positive
10052,negative
14332,neutral
32319,neutral
27948,negative
3857,negative
13078,negative
13889,negative
4221,positive
16998,positive
26355,negative
32877,neutral
31839,negative
15096,negative
40435,neutral
43643,positive
38819,positive
29764,neutral
167,negative
40353,negative
22149,positive
5831,positive
30997,positive
12892,neutral
4474,negative
3136,negative
27505,positive
32759,neutral
15573,positive
25811,neutral
12179,positive
14635,negative
10013,negative
35680,negative
31342,neutral
9345,negative
6454,positive
15102,neutral
24353,negative
14192,negative
14520,neutral
29602,negative
23554,neutral
23813,negative
24196,positive
27969,negative
3337,negative
18244,positive
8027,positive
14620,negative
34378,positive
44567,negative
14502,neutral
12619,neutral
32965,negative
32838,positive
34234,negative
27253,neutral
11270,neutral
870,neutral
17426,negative
18915,neutral
3542,negative
41943,neutral
19622,positive
37726,negative
28256,negative
37072,positive
27978,positive
23360,positive
715,positive
8915,positive
43761,negative
36955,negative
