Uid,Sentiment
8921,neutral
8989,neutral
8998,positive
9035,negative
9060,neutral
9084,neutral
9087,neutral
9112,negative
9138,neutral
9232,neutral
9266,negative
9286,neutral
9345,negative
9357,negative
9419,neutral
9428,positive
9435,negative
9451,positive
9507,positive
9510,positive
9524,positive
9527,neutral
9556,neutral
9560,positive
9585,negative
9600,neutral
9665,neutral
9712,neutral
9753,neutral
9764,negative
9769,neutral
9772,negative
9776,positive
9779,positive
9791,positive
9808,neutral
9843,positive
9849,negative
9865,negative
9880,negative
9893,neutral
9909,positive
9914,negative
9916,neutral
9929,negative
9941,neutral
9971,negative
9974,negative
9990,neutral
10013,negative
10052,negative
10067,negative
10120,neutral
10134,positive
10159,negative
10160,negative
10162,negative
10178,negative
10210,positive
10283,negative
10285,negative
10292,neutral
10342,negative
10361,negative
10367,positive
10379,negative
10385,neutral
10394,negative
10402,negative
10413,neutral
10419,negative
10427,positive
10466,neutral
10473,negative
10479,neutral
10480,positive
10492,negative
10498,negative
10529,neutral
10592,neutral
10598,negative
10600,positive
10601,neutral
10626,positive
10645,neutral
10656,neutral
10669,negative
10673,negative
10726,negative
10754,positive
10765,positive
10804,neutral
10805,positive
10807,negative
10866,positive
10900,negative
10966,negative
10969,neutral
11016,positive
11034,negative
11077,negative
11088,negative
11099,positive
11105,neutral
11113,positive
11122,positive
11124,negative
11127,negative
11143,negative
11189,negative
11204,neutral
11248,neutral
11250,neutral
11270,neutral
11299,negative
11317,positive
11330,negative
11371,negative
11391,positive
11445,negative
11480,positive
11483,negative
11487,negative
11501,negative
11530,negative
11609,neutral
11617,negative
11637,positive
11642,neutral
11657,positive
11660,positive
11662,neutral
11679,positive
11705,neutral
11738,neutral
11740,neutral
11751,positive
11754,negative
11772,neutral
11787,negative
11801,negative
11811,neutral
11838,neutral
11891,positive
11924,neutral
11947,positive
11956,positive
11958,negative
11959,negative
11964,positive
11976,neutral
11977,neutral
12006,negative
12017,positive
12021,positive
12024,negative
12032,positive
12048,negative
12087,negative
12088,positive
12109,negative
12165,positive
12179,positive
12212,negative
12229,positive
12261,neutral
12330,negative
12335,negative
12348,neutral
12358,negative
12371,negative
12379,negative
12382,positive
12409,positive
12415,neutral
12435,neutral
12449,neutral
12462,negative
12516,negative
12527,positive
12528,negative
12531,negative
12533,negative
12538,neutral
12539,negative
12541,neutral
12559,negative
12570,neutral
12580,negative
12599,positive
12611,negative
12619,neutral
12625,positive
12639,positive
12640,negative
12652,neutral
12653,positive
12656,positive
12657,neutral
12661,negative
12665,negative
12667,neutral
12684,negative
12686,negative
12693,neutral
12741,positive
12743,positive
12763,positive
12784,negative
12788,negative
12790,neutral
12802,negative
12805,positive
12806,neutral
12809,positive
12810,negative
12821,negative
12824,positive
12850,positive
12854,positive
12865,negative
12870,positive
12877,negative
12880,neutral
12887,positive
12892,neutral
12905,positive
12909,neutral
12916,positive
12928,neutral
12941,negative
12945,positive
12959,neutral
12964,neutral
12971,positive
12976,neutral
12978,neutral
12997,negative
13007,negative
13045,negative
13059,negative
13072,neutral
13078,negative
13096,negative
13102,negative
13114,positive
13116,positive
13138,negative
13139,neutral
13144,neutral
13150,neutral
13160,positive
13161,negative
13183,neutral
13201,positive
13212,positive
13217,negative
13231,neutral
13233,positive
13250,negative
13260,negative
13263,positive
13265,neutral
13277,negative
13281,negative
13282,neutral
13307,neutral
13308,negative
13310,neutral
13326,positive
13342,neutral
13352,negative
13371,neutral
13390,negative
13403,negative
13427,positive
13438,neutral
13450,neutral
13465,negative
13480,positive
13481,neutral
13498,positive
13505,negative
13510,neutral
13514,neutral
13532,neutral
13539,negative
13541,positive
13564,positive
13575,neutral
13579,negative
13583,positive
13591,neutral
13597,neutral
13602,neutral
13604,negative
13609,positive
13637,neutral
13639,positive
13668,positive
13686,positive
13709,positive
13711,neutral
13713,negative
13717,negative
13731,negative
13738,neutral
13756,positive
13769,positive
13770,neutral
13773,positive
13774,positive
13781,positive
13792,positive
13795,negative
13800,negative
13809,neutral
13822,negative
13823,neutral
13829,negative
13830,negative
13840,positive
13859,positive
13861,negative
13873,negative
13879,negative
13883,negative
13885,neutral
13889,negative
13891,negative
13906,neutral
13907,negative
13920,negative
13927,neutral
13932,negative
13937,neutral
13940,neutral
13951,neutral
13960,neutral
13961,negative
13964,neutral
13970,negative
13972,positive
13989,negative
14025,neutral
14034,negative
14037,negative
14061,neutral
14070,negative
14079,neutral
14083,negative
14130,negative
14142,neutral
14149,negative
14151,neutral
14158,negative
14175,negative
14180,neutral
14192,negative
14202,positive
14218,negative
14255,negative
14257,neutral
14266,positive
14282,negative
14283,positive
14285,negative
14293,neutral
14302,negative
14314,negative
14328,positive
14332,neutral
14341,positive
14346,negative
14347,negative
14349,neutral
14352,negative
14354,positive
14385,negative
14395,negative
14398,positive
14402,negative
14407,negative
14413,negative
14423,neutral
14434,negative
14436,positive
14439,positive
14470,neutral
14492,negative
14497,negative
14502,neutral
14503,neutral
14506,negative
14520,neutral
14521,neutral
14522,positive
14524,positive
14526,positive
14537,neutral
14538,neutral
14547,positive
14553,positive
14577,neutral
14583,neutral
14589,neutral
14602,neutral
14606,positive
14609,positive
14613,positive
14619,positive
14620,negative
14631,positive
14635,negative
14650,positive
14651,positive
14654,positive
14667,neutral
14679,negative
14680,neutral
14681,positive
14687,positive
14705,neutral
14707,negative
14712,neutral
14717,negative
14722,neutral
14735,negative
14744,neutral
14756,negative
14761,negative
14775,positive
14783,positive
14785,neutral
14795,negative
14809,negative
14819,negative
14821,neutral
14828,positive
14840,positive
14843,neutral
14851,neutral
14859,negative
14864,positive
14879,negative
14883,negative
14921,neutral
14933,neutral
14935,neutral
14943,neutral
14951,negative
14967,positive
14999,negative
15002,positive
15011,positive
15014,negative
15027,neutral
15053,positive
15064,negative
15066,neutral
15092,neutral
15096,negative
15102,neutral
15104,neutral
15105,negative
15110,positive
15113,negative
15124,negative
15133,negative
15138,negative
15165,negative
15177,positive
15186,neutral
15187,negative
15189,negative
15198,negative
15206,neutral
15210,neutral
15215,neutral
15222,positive
15236,positive
15254,neutral
15270,neutral
15271,positive
15277,neutral
15282,positive
15283,negative
15302,neutral
15303,negative
15312,negative
15317,negative
15335,neutral
15352,negative
15354,positive
15366,negative
15371,neutral
15372,neutral
15383,neutral
15384,negative
15414,neutral
15467,positive
15475,neutral
15487,neutral
15499,positive
15523,positive
15564,neutral
15573,positive
15577,negative
15592,positive
15606,positive
15611,neutral
15614,positive
15625,positive
15642,negative
15648,neutral
15672,negative
15689,negative
15701,neutral
15707,negative
15710,negative
15722,neutral
15726,negative
15743,negative
15751,positive
15753,positive
15755,positive
15756,neutral
15764,negative
15774,negative
15778,negative
15787,negative
15820,positive
15863,positive
15873,neutral
15881,negative
15898,positive
15900,neutral
15901,positive
15902,neutral
15904,positive
15924,positive
15927,neutral
15962,neutral
15966,positive
15983,positive
15986,negative
15992,positive
15993,positive
16016,negative
16022,neutral
16042,neutral
16045,negative
16053,positive
16059,neutral
16072,negative
16084,negative
16086,negative
16096,negative
16098,negative
16102,negative
16119,neutral
16121,positive
16127,neutral
16138,negative
16139,neutral
16142,neutral
16161,negative
16162,negative
16164,positive
16178,negative
16192,negative
16215,neutral
16232,neutral
16236,negative
16240,negative
16242,positive
16243,negative
16246,neutral
16251,neutral
16255,positive
16275,negative
16287,negative
16303,positive
16310,positive
16317,neutral
16323,neutral
16326,neutral
16339,positive
16343,neutral
16352,positive
16353,positive
16377,neutral
16385,positive
16386,neutral
16397,negative
16405,negative
16419,negative
16424,positive
16427,neutral
16435,negative
16454,negative
16460,negative
16465,neutral
16470,negative
16480,neutral
16501,neutral
16507,positive
16544,negative
16546,positive
16574,neutral
16576,negative
16590,neutral
16594,negative
16595,positive
16598,positive
16614,positive
16620,neutral
16648,negative
16685,positive
16686,positive
16700,neutral
16708,negative
16733,positive
16758,positive
16761,neutral
16792,negative
16824,positive
16827,positive
16847,positive
16857,negative
16859,positive
16862,negative
16866,negative
16868,positive
16885,negative
16892,neutral
16896,negative
16903,positive
16905,negative
16911,neutral
16912,negative
16915,neutral
16935,neutral
16957,positive
16960,positive
16966,negative
16986,positive
16998,positive
17008,neutral
17014,negative
17015,neutral
17018,negative
17019,negative
17025,positive
17059,neutral
17062,negative
17065,negative
17071,negative
17072,neutral
17083,positive
17085,neutral
17094,neutral
17096,neutral
17101,positive
17109,negative
17131,positive
17144,positive
17165,neutral
17169,positive
17189,negative
17190,negative
17191,negative
17196,neutral
17197,negative
17225,neutral
17234,positive
17239,positive
17252,neutral
17253,neutral
17260,negative
17266,neutral
17274,negative
17281,negative
17285,positive
17307,neutral
17322,neutral
17343,positive
17351,neutral
17364,neutral
17370,neutral
17376,negative
17408,neutral
17421,negative
17426,negative
17429,negative
17441,negative
17455,neutral
17457,positive
17506,positive
17553,neutral
17565,positive
17571,positive
17578,negative
17582,positive
17601,neutral
17616,positive
17625,positive
17628,negative
17650,positive
17654,negative
17656,neutral
17661,neutral
17668,neutral
17679,negative
17719,positive
17742,negative
17767,negative
17777,neutral
17784,positive
17789,positive
17820,neutral
17826,positive
17865,positive
17866,positive
17873,positive
17911,negative
17932,negative
17955,negative
17963,neutral
17966,negative
17987,negative
17990,neutral
18004,negative
18044,positive
18074,neutral
18085,positive
18093,neutral
18094,negative
18113,neutral
18116,negative
18131,positive
18159,negative
18163,positive
18179,neutral
18193,positive
18202,negative
18203,positive
18215,negative
18234,positive
18244,positive
18251,positive
18280,neutral
18306,positive
18321,positive
18339,neutral
18388,negative
18409,positive
18453,negative
18547,positive
18565,neutral
18570,positive
18580,positive
18622,negative
18651,negative
18652,negative
18665,negative
18675,positive
18684,positive
18693,positive
18695,negative
18697,positive
18698,negative
18699,positive
18711,positive
18722,negative
18725,positive
18732,negative
18739,positive
18752,negative
18760,negative
18762,neutral
18766,negative
18790,neutral
18809,positive
18826,negative
18834,negative
18847,positive
18849,neutral
18864,neutral
18879,positive
18881,positive
18884,negative
18888,positive
18889,negative
18912,negative
18913,neutral
18914,negative
18915,neutral
18933,positive
18939,positive
18965,neutral
18971,negative
19000,neutral
19005,positive
19007,positive
19016,negative
19027,neutral
19028,positive
19046,neutral
19047,negative
19053,neutral
19067,negative
19073,neutral
19075,negative
19091,neutral
19105,positive
19139,neutral
19142,negative
19148,positive
19154,negative
19155,neutral
19164,negative
19166,negative
19171,positive
19178,neutral
19180,negative
19188,positive
19231,neutral
19233,neutral
19246,positive
19250,negative
19252,neutral
19258,neutral
19262,negative
19266,positive
19267,neutral
19272,positive
19274,negative
19278,negative
19285,negative
19296,positive
19297,positive
19304,positive
19307,positive
19308,neutral
19313,positive
19321,positive
19333,positive
19351,negative
19373,negative
19375,positive
19391,positive
19393,negative
19422,positive
19427,neutral
19434,neutral
19435,neutral
19438,negative
19444,negative
19467,positive
19470,neutral
19473,positive
19476,neutral
19484,positive
19504,positive
19507,positive
19511,neutral
19550,negative
19551,neutral
19561,negative
19568,negative
19572,positive
19594,neutral
19622,positive
19658,positive
19659,neutral
19668,neutral
19676,neutral
19678,negative
19680,neutral
19700,negative
19737,negative
19765,neutral
19792,neutral
19793,negative
19805,positive
19814,positive
19819,neutral
19821,negative
19825,neutral
19830,positive
19837,neutral
19855,negative
19889,positive
19890,negative
19902,negative
19913,neutral
19917,positive
19931,positive
19946,positive
19961,neutral
19966,neutral
19968,neutral
19969,positive
20017,negative
20051,positive
20052,negative
20057,positive
20080,negative
20091,neutral
20106,neutral
20142,positive
20152,negative
20174,positive
20207,neutral
20209,negative
20216,negative
20217,neutral
20236,positive
20278,positive
20283,negative
20293,negative
20294,neutral
20302,neutral
20309,positive
20310,negative
20321,neutral
20346,negative
20347,neutral
20354,neutral
20373,negative
20396,negative
20404,positive
20408,positive
20458,neutral
20544,neutral
20551,neutral
20569,negative
20579,negative
20586,neutral
20590,positive
20593,positive
20594,neutral
20597,negative
20613,positive
20619,positive
20647,negative
20655,negative
20680,positive
20713,negative
20856,negative
20857,positive
20866,negative
20879,neutral
20905,negative
20919,positive
20935,positive
20943,positive
20944,positive
20970,neutral
20977,negative
21001,positive
21014,positive
21029,neutral
21030,neutral
21031,negative
21032,neutral
21035,neutral
21041,positive
21043,negative
21050,negative
21085,negative
21100,positive
21107,positive
21111,neutral
21118,positive
21128,negative
21188,negative
21191,positive
21192,negative
21198,neutral
21256,negative
21311,neutral
21318,positive
21327,neutral
21329,negative
21369,positive
21372,negative
21386,neutral
21390,neutral
21456,neutral
21509,positive
21547,positive
21573,neutral
21595,positive
21596,negative
21609,negative
21678,positive
21687,positive
21747,negative
21785,neutral
21801,neutral
21807,neutral
21818,positive
21830,neutral
21845,neutral
21846,negative
21880,negative
21893,negative
21906,neutral
21918,neutral
21930,positive
21938,positive
21950,neutral
21953,neutral
21964,negative
21970,negative
21977,positive
21983,positive
21999,negative
22000,negative
22002,positive
22004,neutral
22011,negative
22012,positive
22032,negative
22036,positive
22048,negative
22057,negative
22067,positive
22075,neutral
22086,neutral
22095,positive
22113,positive
22115,positive
22117,negative
22124,negative
22131,negative
22132,neutral
22149,positive
22161,neutral
22163,neutral
22189,positive
22207,negative
22212,negative
22220,positive
22226,negative
22228,neutral
22235,positive
22250,negative
22251,neutral
22259,negative
22260,negative
22265,negative
22272,neutral
22277,negative
22279,neutral
22281,negative
22295,positive
22296,neutral
22320,negative
22330,neutral
22344,positive
22352,negative
22376,positive
22381,positive
22395,positive
22397,neutral
22413,negative
22414,positive
22440,negative
22460,positive
22464,neutral
22476,neutral
22491,neutral
22493,positive
22495,neutral
22500,negative
22506,negative
22518,positive
22519,positive
22520,negative
22543,negative
22548,positive
22560,negative
22573,neutral
22585,positive
22590,positive
22598,positive
22616,neutral
22638,positive
22646,positive
22653,neutral
22655,positive
22659,positive
22680,neutral
22705,negative
22713,positive
22720,positive
22733,neutral
22749,negative
22770,negative
22778,negative
22781,neutral
22844,neutral
22853,neutral
22856,negative
22889,positive
22914,positive
22918,neutral
22923,positive
22970,positive
22973,negative
22986,positive
23007,negative
23027,neutral
23090,positive
23110,negative
23127,negative
23130,positive
23169,neutral
23235,positive
23252,positive
23253,positive
23256,positive
23298,negative
23299,positive
23327,neutral
23350,positive
23360,positive
23401,negative
23407,positive
23410,neutral
23418,positive
23431,neutral
23436,neutral
23450,positive
23478,positive
23482,neutral
23484,neutral
23486,negative
23490,negative
23514,neutral
23539,neutral
23542,negative
23554,neutral
23570,negative
23584,positive
23638,positive
23651,neutral
23669,negative
23674,negative
23687,negative
23725,neutral
23726,negative
23729,positive
23735,negative
23741,negative
23742,neutral
23750,negative
23813,negative
23816,neutral
23824,negative
23825,negative
23831,negative
23836,negative
23853,neutral
23881,positive
23887,neutral
23907,neutral
23919,neutral
23935,neutral
23937,neutral
23939,positive
23953,neutral
23958,positive
23960,negative
23963,positive
23969,negative
23974,neutral
24019,positive
24037,positive
24062,neutral
24068,negative
24077,positive
24078,neutral
24089,negative
24099,positive
24103,neutral
24106,positive
24112,positive
24124,neutral
24126,negative
24133,positive
24136,neutral
24146,negative
24158,positive
24189,neutral
24193,negative
24196,positive
24199,negative
24201,positive
24205,neutral
24207,neutral
24210,negative
24211,negative
24220,negative
24228,neutral
24232,positive
24252,negative
24261,positive
24288,negative
24318,neutral
24326,neutral
24328,positive
24337,neutral
24344,negative
24353,negative
24355,neutral
24388,negative
24400,positive
24408,positive
24413,positive
24427,positive
24432,positive
24437,positive
24453,neutral
24458,neutral
24467,positive
24468,negative
24473,neutral
24475,neutral
24477,negative
24482,positive
24486,neutral
24487,positive
24491,neutral
24499,positive
24510,negative
24542,positive
24545,positive
24554,negative
24557,neutral
24563,negative
24564,negative
24581,negative
24588,positive
24590,neutral
24609,negative
24618,neutral
24621,positive
24625,positive
24628,neutral
24635,positive
24645,positive
24647,positive
24661,neutral
24675,positive
24686,neutral
24687,neutral
24690,negative
24697,neutral
24698,negative
24707,negative
24719,positive
24727,negative
24732,positive
24733,negative
24737,positive
24739,positive
24754,positive
24769,neutral
24777,negative
24778,positive
24784,neutral
24789,positive
24791,negative
24800,positive
24804,negative
24821,neutral
24839,negative
24840,positive
24847,neutral
24862,neutral
24910,negative
24924,negative
24925,neutral
24935,neutral
24943,positive
24944,positive
24946,positive
24970,positive
24999,negative
25059,neutral
25066,positive
25075,neutral
25079,negative
25156,positive
25158,negative
25195,negative
25201,neutral
25251,negative
25279,negative
25316,neutral
25323,positive
25345,neutral
25350,negative
25378,negative
25406,negative
25431,neutral
25443,positive
25456,negative
25470,neutral
25492,neutral
25509,negative
25524,positive
25531,negative
25579,negative
25580,positive
25586,neutral
25592,neutral
25626,neutral
25679,negative
25706,positive
25716,positive
25723,neutral
25779,positive
25781,positive
25795,positive
25800,positive
25811,neutral
25858,negative
25924,neutral
25942,negative
26011,negative
26012,positive
26018,negative
26027,neutral
26031,negative
26038,negative
26043,neutral
26053,positive
26097,positive
26103,neutral
26108,positive
26138,neutral
26145,neutral
26155,neutral
26160,neutral
26165,neutral
26205,positive
26207,positive
26210,negative
26234,neutral
26235,negative
26258,negative
26265,positive
26272,negative
26287,positive
26292,negative
26295,neutral
26304,negative
26317,neutral
26320,negative
26325,positive
26327,negative
26339,neutral
26342,negative
26355,negative
26363,negative
26366,neutral
26376,negative
26382,positive
26390,positive
26392,positive
26397,neutral
26403,positive
26414,positive
26428,positive
26440,positive
26459,neutral
26467,neutral
26483,negative
26494,neutral
26498,positive
26509,negative
26528,negative
26539,negative
26558,positive
26592,positive
26601,negative
26615,positive
26616,negative
26619,neutral
26623,neutral
26631,positive
26652,positive
26660,negative
26688,negative
26695,positive
26705,positive
26709,negative
26715,negative
26719,positive
26729,positive
26738,neutral
26742,negative
26762,negative
26765,positive
26777,negative
26793,neutral
26809,positive
26812,neutral
26826,neutral
26829,positive
26831,positive
26833,positive
26842,neutral
26856,neutral
26861,positive
26867,positive
26880,negative
26894,positive
26924,negative
26925,neutral
26937,negative
26946,negative
26966,positive
26967,positive
26970,positive
27000,negative
27011,positive
27014,negative
27033,positive
27034,neutral
27052,negative
27065,negative
27072,neutral
27098,positive
27107,positive
27119,negative
27127,neutral
27137,negative
27139,positive
27141,neutral
27142,neutral
27157,neutral
27158,negative
27201,negative
27206,positive
27211,neutral
27219,neutral
27220,neutral
27226,neutral
27228,negative
27233,positive
27253,neutral
27255,positive
27259,negative
27277,neutral
27305,negative
27313,neutral
27315,positive
27333,negative
27347,negative
27370,neutral
27377,positive
27414,negative
27416,neutral
27417,positive
27426,negative
27435,positive
27444,neutral
27449,negative
27452,negative
27476,positive
27478,neutral
27482,positive
27505,positive
27528,negative
27532,positive
27534,positive
27557,negative
27558,negative
27562,positive
27578,negative
27579,negative
27594,negative
27609,positive
27636,positive
27637,neutral
27643,neutral
27686,positive
27691,negative
27716,positive
27748,neutral
27751,positive
27752,neutral
27771,negative
27775,neutral
27777,positive
27782,negative
27795,positive
27832,neutral
27840,negative
27845,neutral
27871,negative
27924,negative
27940,neutral
27948,negative
27967,neutral
27968,neutral
27969,negative
27975,positive
27976,negative
27978,positive
27994,neutral
28027,negative
28029,positive
28033,neutral
28042,negative
28044,positive
28049,positive
28063,neutral
28070,neutral
28106,negative
28116,negative
28178,positive
28182,negative
28185,neutral
28201,neutral
28203,negative
28208,positive
28213,negative
28218,negative
28220,negative
28221,neutral
28223,positive
28230,negative
28232,positive
28256,negative
28262,neutral
28272,neutral
28273,positive
28274,neutral
28285,positive
28287,negative
28294,negative
28308,negative
28311,neutral
28340,positive
28341,negative
28344,negative
28346,negative
28368,positive
28383,neutral
28385,positive
28392,negative
28395,negative
28431,positive
28456,negative
28460,negative
28463,positive
28468,negative
28469,neutral
28471,positive
28487,neutral
28493,negative
28508,negative
28511,negative
28523,positive
28528,negative
28541,negative
28544,positive
28546,positive
28547,neutral
28561,neutral
28563,positive
28570,negative
28585,negative
28586,positive
28597,positive
28608,negative
28615,negative
28625,negative
28631,positive
28647,negative
28655,positive
28657,neutral
28660,neutral
28669,negative
28674,negative
28689,negative
28696,negative
28720,positive
28747,neutral
28767,positive
28776,neutral
28785,neutral
28789,positive
28805,negative
28822,neutral
28825,negative
28834,negative
28839,neutral
28861,neutral
28865,negative
28866,negative
28867,positive
28868,negative
28870,positive
28874,positive
28877,negative
28883,neutral
28909,negative
28925,negative
28954,neutral
28958,neutral
28972,positive
28980,negative
28985,negative
28992,negative
28998,negative
29006,negative
29008,positive
29012,positive
29013,negative
29023,positive
29026,positive
29084,neutral
29086,neutral
29107,negative
29137,negative
29171,negative
29176,neutral
29188,neutral
29220,neutral
29223,negative
29255,negative
29266,positive
29275,negative
29287,negative
29348,neutral
29359,neutral
29390,neutral
29404,neutral
29406,negative
29446,negative
29602,negative
29612,positive
29626,negative
29629,negative
29640,negative
29711,neutral
29717,neutral
29764,neutral
29767,positive
29772,positive
29781,positive
29787,positive
29811,neutral
29819,neutral
29845,negative
29849,negative
29852,negative
29860,positive
29863,neutral
29915,neutral
29916,neutral
29935,positive
29944,negative
30047,negative
30066,neutral
30090,positive
30095,neutral
30123,negative
30141,positive
30154,negative
30178,neutral
30195,positive
30206,neutral
30217,neutral
30235,negative
30239,positive
30258,neutral
30262,neutral
30263,positive
30264,positive
30274,negative
30275,positive
30306,neutral
30320,positive
30332,positive
30337,negative
30361,positive
30364,negative
30370,negative
30372,neutral
30389,positive
30406,negative
30417,negative
30432,neutral
30481,neutral
30487,positive
30488,negative
30504,negative
30515,neutral
