Uid,Sentiment
1960,positive
1935,positive
1932,neutral
1883,positive
1646,neutral
1623,negative
1574,positive
1494,positive
1488,positive
1467,neutral
1390,neutral
1382,positive
1371,positive
1365,neutral
1289,positive
1256,positive
1201,positive
1087,neutral
1021,neutral
1008,neutral
960,neutral
952,neutral
903,neutral
846,neutral
829,neutral
758,positive
647,neutral
623,neutral
604,positive
589,positive
585,positive
565,neutral
528,neutral
521,neutral
520,neutral
513,neutral
481,positive
474,neutral
464,neutral
455,positive
451,neutral
401,neutral
393,positive
305,positive
242,negative
197,positive
195,positive
179,positive
168,positive
158,positive
150,neutral
123,neutral
97,positive
92,neutral
86,neutral
2770,positive
2766,positive
2753,positive
2732,positive
2701,positive
2639,neutral
2620,neutral
2569,positive
2533,neutral
2531,neutral
2498,positive
2495,positive
2417,positive
2207,positive
2182,neutral
2019,positive
2009,positive
1953,neutral
1945,positive
1936,positive
1930,positive
1919,positive
1902,positive
1842,positive
1807,neutral
1772,positive
1685,positive
1683,positive
1181,positive
1170,positive
1161,positive
1142,neutral
1137,positive
1124,neutral
1118,positive
1097,positive
1017,positive
888,neutral
851,neutral
798,neutral
738,positive
729,neutral
725,positive
715,neutral
678,positive
627,neutral
612,positive
583,positive
561,neutral
551,positive
549,positive
530,neutral
448,positive
308,positive
291,positive
247,positive
177,positive
162,neutral
161,positive
136,positive
130,positive
98,neutral
2973,positive
2946,positive
2922,neutral
2765,positive
2755,positive
2744,positive
2624,positive
2463,positive
2442,neutral
2415,positive
2328,positive
2322,neutral
2302,positive
2292,neutral
2279,positive
2217,neutral
2203,positive
2196,positive
2195,neutral
2187,positive
2157,positive
2124,neutral
2094,positive
2071,positive
2044,positive
1994,positive
1979,neutral
1963,positive
1957,negative
1921,neutral
1917,positive
1908,positive
1888,positive
1884,neutral
1836,positive
1815,positive
1797,neutral
1796,positive
1794,positive
1792,negative
1788,neutral
1636,neutral
1608,neutral
1580,positive
1557,neutral
1523,positive
1516,positive
1499,positive
1448,negative
1392,neutral
1377,neutral
1360,neutral
1314,positive
1234,neutral
1219,neutral
1208,positive
1173,positive
1166,positive
1151,positive
1143,positive
1123,neutral
1108,positive
1066,positive
968,positive
966,positive
964,positive
961,positive
865,positive
841,positive
812,positive
788,positive
779,positive
777,neutral
720,positive
713,negative
695,positive
650,neutral
607,neutral
603,positive
439,neutral
433,positive
413,neutral
259,neutral
236,positive
216,positive
211,neutral
210,neutral
192,positive
187,neutral
160,positive
133,positive
128,neutral
118,positive
115,positive
620,neutral
617,positive
548,positive
502,neutral
404,neutral
279,neutral
270,positive
265,negative
137,neutral
124,positive
94,neutral
10,positive
1,positive
2980,positive
2975,neutral
2949,neutral
2923,neutral
2828,neutral
2803,positive
2789,positive
2705,positive
2650,neutral
2605,positive
2537,positive
2517,neutral
2486,neutral
2439,positive
2353,positive
2326,positive
2318,positive
2244,neutral
2189,positive
2185,positive
2166,positive
2155,negative
2114,neutral
2108,neutral
2041,positive
2037,positive
2034,neutral
2033,positive
2012,positive
1982,neutral
1933,neutral
1925,positive
1827,neutral
1806,neutral
1761,positive
1746,positive
1691,positive
1680,positive
1676,positive
1652,neutral
1629,positive
1596,positive
1594,positive
1586,neutral
1477,positive
1462,positive
1454,positive
1449,neutral
1436,positive
1417,neutral
1391,positive
1383,positive
1345,neutral
1304,positive
1290,positive
1152,positive
1046,positive
1022,neutral
911,negative
886,positive
747,positive
610,neutral
567,positive
562,positive
559,positive
553,neutral
534,positive
511,positive
487,positive
408,positive
229,positive
218,neutral
204,neutral
74,neutral
71,neutral
27,neutral
12,positive
8,positive
2979,neutral
2791,neutral
2776,positive
2759,neutral
2647,negative
2555,positive
2550,positive
2510,positive
2434,positive
2338,negative
2315,positive
2136,neutral
2118,positive
2053,positive
2045,positive
1949,positive
1899,positive
1881,positive
1834,neutral
1832,positive
1801,positive
1785,positive
1766,negative
1749,positive
1655,neutral
1637,positive
1627,positive
1589,neutral
1479,positive
1460,positive
1457,positive
1441,positive
1434,positive
1421,positive
1413,positive
1408,positive
1228,positive
2233,positive
2180,positive
2156,positive
2098,positive
2087,neutral
2050,neutral
2023,neutral
1947,neutral
1926,negative
1918,neutral
1903,neutral
1893,positive
1887,positive
1841,positive
1840,positive
1831,neutral
1829,positive
1812,positive
1809,positive
1800,positive
1682,neutral
1670,positive
1650,neutral
1613,neutral
1550,positive
1529,positive
1522,positive
1484,positive
1426,positive
1358,positive
1281,positive
1279,positive
1260,positive
1235,positive
1213,positive
1210,negative
1189,neutral
1104,positive
1070,neutral
1069,neutral
1041,neutral
1031,neutral
1029,positive
1014,neutral
1013,neutral
1004,positive
992,positive
981,neutral
979,positive
957,neutral
905,positive
805,positive
613,neutral
580,positive
572,positive
497,positive
399,neutral
391,positive
302,neutral
261,positive
226,neutral
215,positive
203,positive
174,positive
154,positive
125,neutral
121,positive
109,positive
84,positive
63,neutral
2917,positive
2884,positive
2876,positive
2863,neutral
2830,positive
2819,positive
2805,positive
2778,positive
2711,positive
2691,neutral
2688,neutral
2645,positive
2635,neutral
2603,neutral
2554,neutral
2529,positive
2427,positive
2418,positive
2392,positive
2378,neutral
2332,positive
2316,positive
2268,positive
2257,neutral
2206,neutral
2188,positive
2107,positive
2102,positive
2091,positive
2039,neutral
2018,positive
1977,neutral
1967,neutral
1964,positive
1959,neutral
1944,positive
1820,neutral
1773,positive
1752,positive
1688,positive
1684,positive
1659,positive
1642,negative
1363,neutral
1336,positive
1223,positive
1058,positive
1033,neutral
995,positive
984,positive
972,positive
962,neutral
936,neutral
899,positive
857,positive
644,positive
640,negative
628,positive
1621,positive
1606,positive
1563,positive
1551,positive
1541,positive
1525,positive
1506,positive
1483,positive
1461,positive
1398,positive
1384,neutral
1331,neutral
1325,positive
1236,positive
1232,neutral
1110,positive
889,neutral
666,positive
639,neutral
592,positive
590,positive
564,positive
452,neutral
445,neutral
435,neutral
310,positive
237,neutral
231,neutral
193,positive
183,negative
119,positive
69,positive
60,positive
48,neutral
22,negative
5,positive
2928,positive
2871,neutral
2815,positive
2787,positive
2727,positive
2621,positive
2541,neutral
2522,positive
2507,positive
2471,positive
2423,positive
2336,positive
2277,neutral
2271,positive
2176,positive
2165,positive
2049,neutral
2020,neutral
1987,positive
1976,neutral
1974,positive
1956,neutral
1927,positive
1828,positive
1814,positive
1779,neutral
1776,neutral
1762,neutral
1747,neutral
1740,positive
1658,neutral
1653,positive
1644,positive
1640,neutral
1635,neutral
1572,neutral
1362,positive
1221,positive
1207,positive
1144,positive
1121,positive
1086,neutral
847,positive
832,positive
817,positive
807,neutral
789,neutral
744,positive
726,positive
670,positive
544,neutral
533,positive
485,positive
468,neutral
443,negative
434,positive
200,positive
196,neutral
188,positive
175,positive
146,neutral
145,neutral
111,neutral
90,positive
79,positive
64,positive
43,positive
6,positive
2970,positive
2950,positive
2945,positive
2920,neutral
2801,positive
2781,positive
2779,positive
2733,positive
2724,positive
2710,positive
2658,negative
2640,neutral
2636,positive
2592,positive
2575,positive
2564,positive
2479,neutral
2469,positive
2456,positive
2413,positive
2382,positive
2367,positive
2312,positive
2274,positive
799,neutral
743,positive
701,neutral
699,neutral
698,positive
542,positive
523,positive
492,positive
472,positive
450,neutral
307,neutral
268,neutral
234,neutral
228,positive
225,neutral
155,negative
117,positive
57,positive
2967,positive
2964,positive
2829,positive
2767,positive
2751,positive
2740,negative
2731,positive
2697,positive
2653,neutral
2630,neutral
2546,positive
2485,positive
2483,positive
2465,neutral
2425,positive
2420,neutral
2389,positive
2388,positive
2354,positive
2305,positive
2290,positive
2254,positive
2251,positive
2192,neutral
2132,positive
2121,neutral
2036,neutral
1980,neutral
1934,positive
1912,positive
1898,positive
1897,positive
1802,negative
1775,negative
1687,positive
1675,positive
1665,negative
1664,negative
1654,neutral
1649,neutral
1633,positive
1531,neutral
1493,positive
1478,positive
1445,neutral
1353,neutral
1310,positive
1293,neutral
1241,neutral
1162,positive
1158,positive
1146,negative
1132,neutral
1100,positive
1059,positive
1028,neutral
997,positive
983,positive
951,positive
945,positive
835,positive
825,positive
792,neutral
775,negative
680,negative
664,positive
646,positive
645,positive
552,positive
246,positive
147,neutral
103,neutral
83,neutral
13,neutral
4,positive
2952,neutral
2865,positive
2811,positive
2790,positive
2783,positive
2591,neutral
2528,neutral
2523,neutral
2516,neutral
2400,positive
2324,positive
2293,neutral
2265,neutral
2218,neutral
2204,positive
2199,positive
2172,neutral
2089,positive
2076,neutral
2066,positive
2065,neutral
2010,positive
2004,positive
1992,neutral
1951,neutral
1942,positive
1940,neutral
1892,positive
1825,positive
1811,positive
1804,positive
1674,neutral
1662,positive
1638,positive
1625,neutral
975,positive
869,positive
858,positive
818,positive
707,positive
658,neutral
636,negative
626,positive
499,neutral
406,positive
290,positive
184,neutral
159,positive
140,positive
139,positive
131,positive
116,neutral
81,neutral
2993,neutral
2944,positive
2866,neutral
2771,positive
2717,positive
2608,neutral
2590,neutral
2553,neutral
2512,neutral
2511,positive
2506,neutral
2462,negative
2453,neutral
2450,positive
2438,positive
2437,neutral
2360,positive
2350,neutral
2286,neutral
2282,positive
2220,positive
2215,neutral
2211,positive
2193,neutral
2122,neutral
2117,neutral
2101,positive
2100,neutral
2069,positive
1998,positive
1988,positive
1948,positive
1943,neutral
1889,neutral
1885,neutral
1679,positive
1673,neutral
1668,positive
1661,positive
1645,positive
1573,positive
1458,positive
1388,positive
1354,positive
1222,positive
1217,neutral
1136,neutral
1128,neutral
1119,neutral
1094,neutral
1082,neutral
1016,neutral
969,neutral
955,positive
908,negative
906,neutral
875,positive
873,positive
778,positive
772,positive
750,positive
719,positive
703,positive
582,positive
515,negative
514,neutral
456,positive
297,neutral
296,neutral
227,neutral
2998,negative
2881,positive
2796,positive
2773,positive
2729,positive
2663,positive
2644,positive
2619,positive
2589,positive
2505,neutral
2501,neutral
2449,positive
2376,positive
2373,neutral
2345,neutral
2308,positive
2272,neutral
2270,positive
2252,positive
2197,neutral
2079,positive
2058,neutral
2005,positive
1999,positive
1969,positive
1950,neutral
1839,positive
1808,positive
1778,positive
1765,neutral
1764,positive
1663,neutral
1651,positive
1537,negative
1405,positive
1330,negative
1284,positive
1103,positive
940,positive
900,positive
1904,positive
1882,positive
1823,neutral
1736,positive
1634,neutral
1576,positive
1491,positive
1466,positive
1373,positive
1361,positive
1348,positive
1346,neutral
1343,positive
1291,negative
1282,positive
1209,positive
1192,neutral
1155,positive
1116,neutral
1050,neutral
1005,neutral
949,positive
924,neutral
881,positive
849,positive
693,positive
676,positive
673,neutral
576,neutral
436,neutral
286,neutral
241,negative
212,neutral
209,positive
156,negative
39,neutral
2986,positive
2954,negative
2924,neutral
2817,positive
2725,positive
2708,positive
2706,positive
2684,positive
2666,positive
2595,positive
2568,positive
2487,positive
2351,neutral
2194,positive
2134,negative
2085,positive
1905,neutral
1795,neutral
1793,neutral
1791,positive
1771,positive
1696,neutral
1690,positive
1671,positive
1660,positive
1610,positive
1430,positive
1414,positive
1403,positive
1375,positive
1285,positive
1238,positive
1191,positive
1177,positive
1174,positive
1131,positive
1084,positive
1020,neutral
831,positive
824,positive
803,positive
802,positive
783,neutral
767,positive
728,positive
677,neutral
600,negative
577,positive
547,positive
486,positive
463,positive
293,positive
235,positive
166,neutral
112,neutral
105,positive
88,neutral
85,positive
59,neutral
11,neutral
2832,positive
2700,positive
2689,positive
2646,neutral
2604,positive
2566,neutral
2521,positive
2488,positive
2381,positive
2298,positive
2276,positive
2263,positive
2063,positive
2026,positive
2014,neutral
1989,neutral
1975,positive
1970,positive
1938,neutral
1821,neutral
1784,neutral
1694,positive
1669,positive
1647,neutral
1575,positive
1372,neutral
1337,positive
1301,positive
1277,neutral
1163,positive
1112,positive
1076,positive
1298,positive
1287,positive
1214,positive
1188,negative
1184,positive
1105,positive
1089,positive
1073,positive
1068,neutral
1042,positive
973,neutral
913,negative
770,neutral
749,positive
702,positive
660,neutral
602,neutral
591,positive
507,positive
446,positive
300,negative
254,positive
251,positive
248,positive
148,positive
17,negative
2929,neutral
2874,positive
2864,positive
2799,positive
2792,positive
2726,positive
2662,positive
2651,negative
2607,positive
2559,positive
2558,neutral
2527,neutral
2482,positive
2429,positive
2391,positive
2383,positive
2369,positive
2362,neutral
2303,positive
2294,neutral
2275,positive
2227,neutral
2131,positive
2126,negative
2110,positive
2043,positive
2040,neutral
1997,positive
1952,positive
1914,positive
1911,positive
1890,positive
1838,negative
1813,neutral
1810,neutral
1756,positive
1755,positive
1681,neutral
1678,positive
1666,neutral
1631,positive
1533,positive
1507,neutral
1489,positive
1442,positive
1432,neutral
1424,neutral
1369,positive
1349,neutral
1311,neutral
1286,positive
1211,neutral
1057,positive
1051,positive
1030,positive
1025,positive
1023,positive
994,positive
927,neutral
926,positive
904,neutral
894,positive
876,neutral
839,positive
836,neutral
811,positive
794,positive
791,neutral
736,positive
712,positive
622,positive
619,positive
535,neutral
402,neutral
298,neutral
292,positive
244,neutral
220,neutral
217,positive
122,neutral
108,neutral
89,neutral
50,neutral
2984,positive
2976,positive
2918,positive
2808,neutral
2722,positive
2657,positive
2601,neutral
2543,positive
2430,neutral
2396,positive
2323,positive
2299,neutral
2288,positive
2284,positive
2235,positive
2113,neutral
1968,positive
1941,positive
1910,negative
2401,positive
2394,positive
2335,positive
2291,positive
2056,neutral
2047,positive
2046,positive
1946,neutral
1939,neutral
1686,positive
1648,positive
1598,positive
1583,neutral
1577,positive
1455,positive
1447,neutral
1433,positive
1312,negative
1237,positive
1231,positive
1157,neutral
1106,positive
1099,positive
1052,positive
1000,neutral
931,positive
922,positive
907,neutral
868,positive
768,neutral
752,positive
739,positive
516,neutral
504,positive
319,neutral
306,positive
277,neutral
222,positive
171,neutral
2995,positive
2960,positive
2957,neutral
2877,neutral
2831,neutral
2746,neutral
2745,positive
2704,positive
2668,neutral
2573,neutral
2538,neutral
2532,positive
2503,positive
2421,positive
2337,positive
2280,positive
2260,positive
2219,positive
2173,positive
2164,positive
2160,positive
2115,neutral
2090,positive
2081,neutral
1965,positive
1906,neutral
1737,neutral
1620,positive
1524,neutral
1496,negative
1481,positive
1385,positive
1338,neutral
1317,positive
1295,positive
1258,positive
1102,positive
954,positive
953,neutral
896,positive
863,neutral
813,neutral
804,neutral
785,neutral
771,positive
760,neutral
753,positive
477,neutral
471,positive
249,neutral
232,positive
169,neutral
141,positive
132,neutral
101,neutral
76,positive
67,neutral
62,positive
37,positive
2885,positive
2867,positive
2812,positive
2782,positive
2715,positive
2687,neutral
2609,positive
2596,positive
2419,positive
2374,positive
2261,neutral
2236,positive
2174,neutral
2141,neutral
2128,neutral
2127,negative
2000,positive
1954,neutral
1920,positive
1758,positive
1693,positive
1641,positive
1605,neutral
1552,positive
1542,positive
1437,neutral
1435,positive
1406,positive
1396,neutral
1357,positive
1196,neutral
1092,positive
1072,neutral
991,neutral
935,neutral
872,positive
852,positive
746,neutral
606,positive
593,positive
570,neutral
238,positive
157,neutral
28,positive
2886,neutral
2742,positive
2629,positive
2617,positive
2588,positive
2410,positive
2403,positive
2398,positive
2359,positive
2295,neutral
2287,positive
2250,positive
2228,positive
2112,neutral
2006,positive
1931,positive
1928,negative
1900,positive
1826,neutral
1822,neutral
1745,neutral
1677,neutral
1643,positive
1611,neutral
1585,positive
1513,positive
1490,positive
1386,positive
1323,neutral
1296,positive
1292,positive
1197,positive
1129,neutral
1113,neutral
1101,positive
1035,positive
1018,neutral
1006,neutral
977,positive
938,neutral
891,neutral
801,neutral
762,positive
661,neutral
594,positive
509,positive
489,positive
318,neutral
263,positive
253,neutral
250,positive
165,neutral
164,positive
52,neutral
34,negative
29,negative
2971,positive
2968,positive
2825,neutral
2809,positive
2750,positive
2673,positive
2625,positive
2612,positive
2602,positive
2380,neutral
2371,neutral
2334,positive
2311,positive
2297,positive
2168,positive
2054,neutral
2052,neutral
2021,neutral
1799,positive
1783,positive
1540,positive
1309,neutral
1303,positive
1134,positive
1081,positive
1071,positive
1026,neutral
912,positive
840,positive
761,neutral
730,positive
668,negative
655,positive
546,positive
537,positive
411,neutral
392,neutral
275,neutral
272,negative
176,positive
152,positive
30,negative
2997,negative
2978,positive
2931,positive
2870,negative
2862,neutral
2821,positive
2794,neutral
2748,positive
2723,positive
2695,neutral
2599,positive
2508,positive
2492,positive
2458,positive
2448,neutral
2424,positive
808,neutral
763,positive
759,positive
733,neutral
653,positive
637,neutral
566,positive
560,positive
554,neutral
113,positive
72,neutral
2887,positive
2872,neutral
2713,positive
2594,positive
2547,positive
2536,positive
2519,neutral
2473,neutral
2436,negative
2432,negative
2426,neutral
2309,neutral
2262,neutral
2255,positive
2178,positive
2099,neutral
2001,neutral
1748,negative
1744,positive
1622,positive
1565,negative
1482,positive
1341,positive
1318,positive
1302,positive
1275,positive
1270,positive
1261,positive
1259,positive
1257,positive
1248,neutral
1227,positive
1154,positive
1122,positive
1107,neutral
1078,positive
1065,neutral
1062,positive
1061,positive
974,positive
956,neutral
944,positive
933,neutral
765,negative
714,positive
601,positive
579,positive
574,positive
462,positive
449,positive
414,negative
398,neutral
267,positive
2935,positive
2873,positive
2780,positive
2777,positive
2762,neutral
2692,positive
2574,positive
2560,neutral
2515,positive
2477,positive
2248,positive
2241,neutral
2210,positive
2161,positive
2119,positive
2073,positive
2011,positive
1767,neutral
1501,positive
1206,positive
1139,neutral
1091,positive
1088,positive
985,positive
930,positive
928,positive
923,neutral
892,neutral
674,positive
615,neutral
588,positive
519,positive
496,positive
495,positive
345,positive
266,neutral
260,positive
99,positive
91,neutral
46,neutral
16,negative
9,positive
2958,neutral
2795,positive
2685,neutral
2229,positive
2201,negative
2171,neutral
2075,positive
2060,positive
2017,neutral
2008,neutral
2003,positive
1978,neutral
1824,neutral
1817,positive
1786,neutral
1692,positive
1588,positive
1567,positive
1502,neutral
1485,positive
1420,neutral
1269,positive
2024,positive
1512,neutral
1319,neutral
1212,positive
1168,positive
1115,positive
1074,positive
1060,positive
1012,positive
1007,positive
925,positive
890,positive
821,positive
769,positive
766,positive
754,positive
722,positive
587,positive
545,positive
540,positive
529,neutral
343,neutral
330,neutral
311,positive
289,negative
61,positive
21,negative
2800,positive
2793,neutral
2544,positive
2366,positive
2232,neutral
2213,positive
