uid	text	label
39578	hi pmo गुड morning मोदी जी से एक बिनती है हम लोग फेसबुक पे उनके लिए दिन रात लगे रहे मोदी जी क par  	1
36320	रत ( सलमान खान ) (heavy multiplication x ╭╮heavy multiplication x ) बेस्ट fight (heavy multiplication x ╭╮heavy multiplication x ) scene 〣( ºΔº )〣 movie ~ See Instagram photo by (heavy multiplication x ╭╮heavy multiplication x )TOP arrow 	2
14490	मदेर्चोद भारतए सैनिक लिखता ः ..... हरामी औलाद हिन्दू होग्या बीएस देश भक्त हो गया किसी भी गली तेरी may  	0
7639	शतरं अरे ये मेरी दीदी depressed Ho गयी बेचारी चलो 5 दिन में रर तो बंद होगा और ये tweets कुकी mjh  	1
37806	RT चलो goiz 1000 followers होगये हैं अब मुझी उनफ़ोल्लोव mt krna वरना अल्लाह pochy गे तुम लोगो को मुस्लमानो जिसको फॉलो बा 	1
27128	रत Google isn ’ t your best friend when यु ’ re sick belie वालीए हैईईई	1
18904	नरेंद्र दामोदर मोदी जी आल the best Vadnagar के कमलका बंशीवा शुभ हो आपका े jatra	2
1681	talented as you ! ी thank god for creating such a perfect and generous person I pray that you will continue to b  	1
28730	सच कह रहा है दीवाना दिल दिल न किसी से लगाना . झूठे है प्यार के वादे सरे झूठी है प्यार की कसमें  	1
1936	ओड़ीशा Thanks सर हमारा उमीद ाही हे जय जगन्नात swami	1
10559	पुबज नि खेलता टिकटोक उसे नइ करता सुता नि लगता Girlz ko DM नि करता Will this society accept me ?	1
15663	नमस्कार सर जी . मेरे और से आप को एक रेकुस्त है लखनपुर से सतवारी चौक तक street light का का  	2
22673	जो बीजेपी के साथ नहीं वह atankwadi h आओर जो हिन्दू आरएसएस के साथ नहीं वह देशद्रोह है आज कल b  	0
17068	सब्दो के मरहम से ये गहरा जख्म दूर नहीं होगा . इन बच्चों और बच्चियों को भवभीन सरधज और पारी  	2
16439	रत ी'म सॉरी ई कैन'टी say that Tailor ny ईद के कपड़े खराब कर दिए हैं	1
24809	सोच ः इन लोगो की घटिया जो गरीबों को मार rah  	0
12827	मोदी जी इ जिसके पास ज़मीन हैउसे तो आप किसान सम्मान निधि योजना दिया 6000 सालाना देने का  	1
6161	Thank you so मच दातो inshallah will celebrate the 6th star टुनाइट	1
20134	RT लंदन ज्वाइन us tomorrow for the opening night of our new exhibition " Networks of Knowledge " showcasing the institute ’ s Library and 	1
18960	Tum चुटिया हूँ gandu cogress ..... हरने वाली थिस सुब को पता था इतने बुटी तरह हार्नेगी नहीं पता है लवदे	0
2018	अरे भाऊ इस bar budget काम हैं न Lonavla se direct goregaon filmcity mein सेट लगा हैं	2
42965	manniya गोयल जी Avdhesh duby को जेल में डाल दिया .. कृपया टरैनो मैं जो tte nd police ने जो लूट m  	0
21441	ो Saurus ी get the intended joke it ’ स जस्ट not funny . Not my sense of humour anyway those crazy kids	1
32574	ाह ! This is so cute ई लव these two	1
617	Jai श्री राम ममताजी प्रणाम आप सीन मुख्या मंत्री bank थे आशीर्वा जय श्री राम	1
20345	अभी वौइस् कीर ई proud where I'm from लव यू मोदी ji finally you make digital india	2
39591	'' बातें खत्म ही न होती '' तो '' बात ही न होती '' वाली journey is less hurting than when they ask you to leave for no reason .	1
7613	ो हेलो कौन हो आप व्हाट is your identity out side west Bengal Through out the country and in the  	0
38713	Pramod तुम को ाचार्य की पदवी किस ने दी . गधे को ाचार्य नहीं बोल सकते . तुमको तो ये एक किस्सा mal  	0
35265	भाई अजय didn ’ t have good last few movies point taken is doing great with continuous  	2
15010	सर मेरी वाइफ को 1hafta हो गया hospital के चक्केर लगते आबि tk doctor ने कोई मेडीसिन नही दी और  	1
34399	Kutty हरामी नमक हरामी गोऊ back to afgan	0
266	ंप me govt कमलनात की h ... Wese एक or video viral ः जिसमें आपके शान्तिदू भाई एक दुकानदार  	0
16713	बेशरम कितना बार तप्पड़ कयेगा ! तुमारा anti national हिन्दू मुस्लिम दुकान भंड होगया ! बंट  	0
28907	फेक video . अन्ध भक्तस are forced to circulate to increase popularity rate .	0
22798	लव the smell of air back at होम !	2
26042	हेलल येह ! Does this mean Pepsi Vanilla is coming back ? I miss it so much !	1
36095	दिग्विजय जी को तो ऐसे ही चुनाव में हारने का टेंशन अब दूसरा भी टेंशन दे गया is संत ने वो ये की  	1
23804	RT She's So हैप्पी 	2
14239	airport विमलेश जी .. यह अपना वादा नहीं निभा रहे . पहले कहा की .. िफ़ u purchase any land will be stamp dut  	0
21196	अब हमारी रक्षा तो भगवन ही कर सकता है क्यू की जहाँ का सिस्टम & सर्कार ही आरोपियों को बचा rah  	1
34663	Congratulations Hon . Prime Minister on your victory . We want ur back न now finally ur back with प्रचंड बहुमत	2
29280	इसका तोह कोई भी वीडियो या ऑडियो देखना ही नहीं है ... बेवक़ूफ़ आदमी है ये ... इसने  	0
31391	रत & वतफ are pretty eyes ? आईज अरे फूकिंग आईज . This video is actually so annoying imagine what other ignorant shit she be s 	0
37666	12 दिन बाद Iqbal k शहीनो को Advance ईद msg send करने का धोरा पर जना	1
14014	तुम अपनी तरफ आने वाली तकलीफों को अपने गुनाहों की सजा मत समझना मेरा अल्लाह बोहत मेहरबान है वो बदले नहीं l  	2
40785	BC light काट दी अभी तोह शुरू भी नहीं हुआ match ... ऊपर से गर्मी ने अलग मार रखी है .	0
20844	राहुल Gandhi को चौकीदा चोर है का नारा बहुत भारी पड़ गया कूकी वो खुद bail  	1
24005	RT Stuffs Salman will continue to fuck योर चिन्दीवा फ़िल्म्फरे सो best of luck to you तू मोठे bhains 	0
39372	ये साजिश हो सकती है बहुत बड़ी इसे हलके न ले .. सर्कार और सेना दोनों .. क्यों बोला उसने ऐसा इसको गिरा  	1
23837	No one better than सर्क हिज charm his personality his स्वाग एक yessa हीरो जिसकी विलन role सबसे जायदा popular hoti  	2
23830	सर ये उनकी आदत मे शुमार भयकोट se media or देशवासी को भी पता चलेगक गन्दी नाली क  	0
42705	क्यों की ये उस रावण की तरह है जो अपने आप को ही भगवान समझने लगी है ऐसे लोगो k  	0
39643	तू वाक़िए BOHT ब्रा हरामी ही नहीं बुल क वाल्डो ज़िना की पैदावा है - तेरी मान भी तंगज TH  	0
10743	Congratulations To our Hounarble prime minister श्री नरेंदर damoder dass मोदी जी ! हम सभी भारत वासी यही kaman  	2
38950	If you गिव में a free place I'll operate as official weatherman on day on your behalf haha !! (& 	1
12785	केसी लोग हो ap yr लोग तुम्हे पाकिस्तान का मुस्तक्बी केह के फिर रही और उसी मुल्क के बन्दों को गालियाँ दो gy Shame yrr 	0
17244	अगर किसीका के नाम से entertainment करके कोई अपना पेट भरते ह तो उसमे बुराई नहीं ः बोहोत sare com  	1
29990	RT Rail मंत्री जी तत्काल वल ticket per charges 75/- क्यों लगता है ये सरकारी लूट बंद होनी चाइये	0
25861	Wey या में vales madres y नेता नि सिक्वेरा lo intentes	0
33081	Gaze मूवी बनाई गई मोदी लव Dolly class fifth की कहानी	1
16812	Grad Walk at !! Kids are very excited to see and सैम Yeto graduating seniors in the  	1
15664	इस it possible ?? सभी सिचाती को दखने के बाद ंद साड़ी logical chz ke result को जाँणे के बाद ऐसा होना चा  	1
30624	ordinance ko टेअर करना bhi dictatorship hi थी . हार को मानिये और मेहनत करके आगे बढे नहीं तो पता नहीं फिर क्या होगा	2
37106	Work hard you will come back strongly Allha has plan for यु इन्शाल्लह you will rock best wishes for यु	2
20437	प म इंडिया श्री नरेन्द्र मोदी जी को प म बनने पर बहुत बहुत बधाई हो k क patel Advocate faizabad मब no 9838789347	2
18938	What नॉनसेंस पहले श्रेनु ko  	0
24194	रत फेक love worse than real हेट	1
16052	Starr इन गढ़ों को बताओ ओबामा ab president president नहीं है और उसने बधाई सन्देश भी नहीं भेजे	1
22350	सर में सिर्फ आपका ही news channel देखता हो बिकॉज़ आपका channel always सचि न्यूज़ देखता है	2
9187	समय समय की बात ही राठी अब ispr कच बोलने की हिम्मत बस  	1
23489	कोई फ़ायदा नहीं भैया यह चूतिये automated message ही भेजते रहेंगे .	0
6838	RT Sparklers Ms . होक and Mrs . Koistinen are retiring ! What a blessing they have been to us at SME ! थैंक you for all you ’ वे दोने दो 	2
32635	tintin - lindsay ( freaks न geeks ) - ी लव her - would die for her - just so कूल - literally minds her own busines  	1
25888	Congress पार्टी भी मीडिया बालो को धमकी देते the . खुद का जब government tha .	0
30450	ा मिर्ज़ा क्यों मतलब इंग्लिश जुबां में दुआ करते हैं उनकी दुआ कबूल नहीं होती हद हो गयी है अल्लाह to un  	0
22605	30000 से जायदा BJP fake व्हात्सप्प and websites advertiser's heir करके रखे है हूत मोदी तुजसे ये उम्मीद न थी	0
3570	Satpute Awaaz घई Can we buy at this level	1
41232	Khan सब को मोदी ne इस लिए नहीं बुलाया क अगर खाँ सब आजाएंग तो इंडियन मीडिया मोदी कोछोर कर खा  	1
13198	हैप्पी बर्थडे प'फ्लूक !! I विश यू अ गुड हेल्थ खराब मोरे PROJECTS TO कए न हैवे अ लाइफ फुल ऑफ़ बॉंटी मोरे  	2
15967	देश मे करीब 20 crore मुज़लिंस है and को पुरे देश मैं सिर्फ 12 crore votes mile .... मतलब वंहा भी वो  	1
9323	For में थे Best moment was when Prithvi Singh सयस - लौंडा सीरियस ः .. Totally loved it  	2
10337	i swear this person is माय फव वाल्ला i ’ m nothing without her in my लाइफ i ’ म really grateful to have her as my sist  	2
9341	आपने काम किया है इससे कोई इंकार नही कर सकता लेकिन आपको वोट इसलिए नहीं दिया क्यूंकि आपने इतने galat decisi  	2
45057	RT एक्स्ट्रा बिग . पारंग पगममह को सकंय . हाहाहा आईएईए . लव यू ने Z ! 	2
27797	थोड़ा सा औकात देख लेना चाहिए अपना ... ! तुझसे तो का कुछ हो नहीं सकता बस . Fuc * king  	0
8642	हमे गर्व है कि श्रीमान पं मोदी जी जैसा es new hindsthan को सब का साथ सा  	1
9329	ये क़ानून - े-फितरत है Social System जो खुदा न डिज़ाइन किया इस म मर्द को ही आगे चलना है वो dun  	2
15582	RT तासीर हैप्पी बर्थडे to your Shaheed बाबा Who spread the message of humanity Being a great human 	1
8206	ड्रमेबा येह थेय want power . Anyway your msg for the ढोंगिस is perfect	1
3197	Hahahaha ... अल्लाह ऐसे मौलाना साहब से कौम की हिफाज़त फ़रमाई .. ये मुद्दे उठाने नहीं  	2
19159	ो कुत्ते क बच्चे तुम तो हो ही हराम खून और ज़ना की औलाद तुम से Pakistan k topic पे किआ debate	0
1132	सोनु बीजेपी ने more than 15 टिकट्स दिए थे एक को भी वोट न दिया तुम लोगो ने वोट doge cong  	0
20234	Am Mowglu Mere रोने से मेरी माँ बहुत खुश थी मेरे रोने से मेरी माँ बहुत खुश थी जब मैं प्  	2
38348	कभी अपने पैसो से भी सैफई में रैंडी नचवा देते तोह ऐसा नहीं होता हमेशा सरकारी माल उड़ाने से  	0
25280	बिकॉज़ eid is around the corner . I can't wait to बुय प्यारी प्यारी colourful choorian myself	1
24029	स्वराज 1 आप अपनी भसा पे सयम रख  	1
591	अब ये बताएगा . इससे पूछो तेरे जियने बी मला है उसमे से गिना हिन्दू मला कौनसा है तेरी मुस्लिम आबादी वाले गाँव  	1
16289	RT commander8 Ladkiyan सिगरेट पीती हुई कितनी attractive लगती ह	1
35703	चाहये इन का हिसाब अल्लाह पाक खुद करय ga इन्शाल्ल .. पहले ी thought k शिया are those peop  	1
25889	व this the spirit अंजलि वैसे इसका हल भी धोबी का कुत्ता जैसी है अभी ये किदर के भी नहीं रहे	2
18276	आज के टाइम me study boht महंगी होती जा रही ह agar study महंगी हो जाएंगी तो हम जैसे लोग पढ़ नहीं पाएंगे	0
19112	इसमें कहा पता लग रहा हे की ये मोदी / rss k लोग हे मतलब कोई हिन्दू किसी मुसलमान को मारे तो बीजेपी rss  	1
27339	RT हाहाहाहा ित ’ s funny ‘ cause it ’ स true 	1
13890	ग्रेट to see you guys back	2
2372	ी just need all the Major all the time . Hehe 	1
17808	रहने दीजिये रुबिका जी बेचारा बड़ा educated aur knowledgeable लगता ह regarding social media	1
20315	तुम्हारी समझ से बाहर की चीज है .. अपने घुटनों पर ज्यादा जोर मत डालो and go to kitchen .	0
9555	lol मोदी ke interviews ः धोकेबा है मोदी	0
19384	BJP की 300 + सीट ane pr अगले 7 दिन GST registration free * माँ भारती // t . को / वत्बटाइगक	2
41535	इ वं ज़िन्दाबाद बीजेपी को कोई defeat nahi दे सकता चेहे जितना भ्रस्तक करो or murder politics में सब जायज है 	0
14182	RT अह्ह्ह थिस is so nice May Allah grant Salah and Mane everything in the next life जमीन As for in this life या Allah strip th 	2
29827	Ye जहालत नहीं तो और किया ही मासूम बच्चों को भी अदिस होरही ही HIV वबा की शक्ल अख्त्यार कर चु  	1
7703	बकवास थेरे is so much love in friendship people forget that 	1
20063	Blockbuster series ki वाट लगाए गए इस को बाहुबली 3 में भी लेलो उसको भी फ्लॉप करवा देगा !!! 	1
44779	सर ये लोग रन्डी और भरूआ से कम नहीं है . ये सेल हरामी लोग देशद्रोह है . मै गलत word इसीलिए निकलता हुई  	0
28270	तेरी ग कउ जलरी ह तुझे मतलब ? कट्रीना महा फुद्दु actress है और ये एडमिट करले	0
19200	by two me 100% employment hai by two even you can mail your resume मिल जाएगी आपको नौकरी	1
2877	बूत chootiyas लिखे you just keeps increasing ! बकचोदी बंद कर .	2
8940	RT by two Sindhi से तुम सांस लेने की हवा नहीं चुरा सकोगे .... फ़ांस तो दूर की बात है .	2
3438	सर आप की कड़ी मेहनत से ये मुकाम प्रदेश और देश को मिला है प्रणाम है आपको राजीव Mishra Maharaj BJP Uttar Pradesh	2
14498	Pakistan ke captain ki statement सच साबित हो रही ह पहला ही match बुरी तरह से हार गयी ... सही कहा था सरफराज  	0
577	RT ु दो things for पप्ल ु adore because ु जस्ट want to . it's not a transaction . it's not give & टेक . ु दो because it's what ु र सु 	1
26081	तू खेलना छोड़ देगा हम देखना छोड़ देंगे वे लव uh infinity 	2
13240	भी इसके ज़िम्मेदार वो हरामी मौलाना और algaowadi neta ः जो अपने बच्चों को फॉरेन में p  	0
39403	ऑफ़कोर्से . नॉट हराम खोर unlike ur leaders . Certified chor	0
14078	अंकल आप को चूतिया बनाया गया ह ... ये video doctored ः ...... आपके मोदी प्रेम को देखते हुए .. आपको भेजे गए  	0
15839	RT Walking the path of humanity as shown by Saint Dr . Gurmeet Ram रहीम Singh जी इंसान the Dera 	1
30024	HUYYYYYY Yung crush को सबी निया सकिन “ ी ’ m just waiting फॉर you ” pota i felt that हरररद .	1
19928	IA India आपकी शाहदत को शत शत नमन वंदे मातरम भारत माता की जा  	2
40753	चावल लोग इंतहाई चावल लोग फिर आती हैं वो लोग जो 1992 की बकवास कर रहे हैं .. ये इन लोगों se  	1
22514	केसरिंग turun di El Pozo jadinya bar-bar .	1
14628	कहने मात्र से बेंच को स्थगित कर दिया गया और फिर एक मीडिएटर को introduce कर दिया की अब sarvsah  	1
34236	Ye असल में नए खियलट हैं इस्लाम ne तो taleem her मुसलमान पर फ़र्ज़ की है तालीम नहीं हो  	1
25608	Hat's off यु पाजी बिना किसी डर के आप हमेशा सच को सामने लाते हो और यही का DNA  	1
12145	में playing Yoosung's route हे'स सुच ा सिनेमन रोल माय हअआर्त्त बेबी बॉय MUST PROTECCCCCCC  	2
4579	माय favorite being human बजरंगी सुल्तान सलमान खान फिल्म bharat 5th जून देखना न भूले 	2
15493	मोदीजी को धन्यावा और सुरेश प्रभुजी से प्रार्थन ? वेल please ignore that . Thanks Sushma Ma'am  	1
