text	label
Rअस्सि जल् गय लेकिन् ऐथन् नहि गय ..@Rअहुल्ग़न्धि ..52 हि ख़रि हो ब्ज्प् के लियेइन्च् इन्च् कि लदै करोगे  	0
Jहोथु कि पेइदवरो महतेएर् मुहम्मद् कि ये पिc 3..4 साल् पेह्ले कि हेइन् जब् वो वज़ेएर् ए अज़म् नहि थ्  	1
siddiqui आगर् दरु और् होओर् हि आल्लह् कि निशनि है to mallya हि अल्ल है	0
RT ग़ोओद् luck team Pakistan . Hopefully we can start off with a win इन्शल्लह् . 	2
RT happy follow Friday guys Pरिस्किल Sअबि 	2
Okie thanks बतने के लिये .. कि आप् जैसे लोग् ख़्हलि देश् मे हि नहि पुरे vishaw मे अप्नि गन्दगि फ़ैल रहे है	0
WHAT 63 views !!! Aww योउ guyzzzz that's way more then I ever expected lol hope I made you smile or laugh ओर् ई don  	2
साहेब् टो टेर जत् तल्बनि Jएस्स् हर्क़ते क्यु ख़र् तहे मसुम् लोगो को क्यु ंअर्त तब् टेर अम्मि कह ंअर् जते हे  	0
डेश् के युव ह्रिदय् सम्रत् मोदि जि को धेर् सारि बधै और् सुभ्कम्नये Rओज्गर् से अधिक् से अधिक् युव को आप् जोद् p  	2
So true याआर् . What a load of disappointment this country has turned out to be and ये ऐसि च्  	0
Pउर रोज़ खर्ब् कर्दिय इन्होन्य् bus एसि कि तेन्सिओन् मे होत् ई hun leap k बद् किय होग	0
Bहरत् णाम् हि कफ़ि है हित् होने क् लिये उस्पर् है तोह् ग़ुरन्तेए है सुपेर् होत् ki ky  	2
Aj कल् जो हो रह है उस्कि बत् न्हे कि अप्ने . Yए पुरने तिमे कि बत् कि है .. आज् कल् to school colle  	1
RT डोन् ’ त् सय् आब्ब ख़्यरि सोर्र्य् Sऐ Baba didn ’ t warn you . As there ’ s no economic growth anywhere scapegoating is the only polic 	1
Rअफ़्तार् Abe सले तुझ्से ज्यद मेरे अन्दर् डेश् भक्ति है देख् ले सले मेर त्वेएत् ... टु jai  	0
डिईSए chitra Very cute pic smiling face with heart-eyes cat face with tears of joy cat face with tears of joy	2
Rओहत्गि ःइन्दु ंउस्लिम् ःइन्दु ंउस्लिम् कित्न क्र्ति हो यार् ंइलने कि बात् न्हि क्र् स्क्ति क्य ःमेश बात्ने कि बात् ky  	1
Sइर् बुहुत् बुहुत् मुबरक् हो उम्रह् 	2
आउर् तुम् जो terrorist k भक्त् बन्न् Rअहय् हो कि उन्कि मज्बुरि है to ट्ं कित्तय् ba  	2
आव्व् मे तोओ ईत् just melts my heart seeing Harry so happy and imagine his face every time he sees Meghan and holds Archie smiling face with heart-eyes	1
RT Bहै तुम् तो रेह्ने दो . ख़ interview टो दिखय नहि . डोन्त् trust ever . Sओ केएप् Qउइते . 	0
Rट् Cassper D ’ ण्योवेस्त् ladies ... This screenshot from the is my public service for the year done ! Yओउ ’ रे 	1
Sतर्र् टेरि मा कि Pअकिस्तनि Sआले Fअके News teller	0
ःई इ लोवे u सुन्शिने — ःईइ ई लोवे योउ more sweetie 	1
[ षमे on Sardar ंअन्मोहन् Singh for posing .. at least now ask him to drop his mental prostate ca  	0
Great great movie !! ंइलो ओ ’ Shea makes your skin crawl as the corrupt judge They दोन् ’ t make them like they used to	2
RT Media को भि नाम् लेना नहि आता पहलि बार् सुना है क्या कै बार् हो चुका 	0
Bएत पधै नहि करोगे तोह् तुम्हरे घर्पे आC नहि होग is best scare tactic imo	1
ःअमरे भवि प्रधन्मन्त्रि ने दुस्रि बार् सपथ् लेए और् उन्के नेत्रुत्व् मे हमर भरत् आगे जय् इसके लिये प्म् . णरे  	1
BB मे सेफ़् चले but this summer will be different	1
Sएन्से Jअद बेरोगरि कि मार् तो in नेतव् कि हुइ ह् Jओ इस् छुनव् मे हार् गये अब् मोदि ग् इन्तो ख़्य काम्  	1
Congress + opposition को जब् News debate मैन् जाके ग़ोव्त् ko पेल्के हव / नन्ग कर्न थ GDP + Unemployment data पे ये  	0
मर्वदि Bam He had to . He is self made star ... No teams no collaborati  	2
ठोप्न के कोइ सवल् हि न्हि ब्न्त अरे हर् देश् कि एक् मत्र् भस है तो ह्मरे देश् कि भि क्यु न हो और् वो hin  	2
आउर् ढर्ने पे मेइने टेरि चोति Bअजि को चोद ठ . Captain Safdar ke sale  	0
Bरह्मन् देव्त के छरन् चोओकर् णमज़् पधो . RSS / BJP के लोग् खुश् हो जयेन्गैन् . आअप् मुस्लिम् से इन्क कोइ v  	0
RT ई miss the feeling when your heart skips a beat when someone special texts you सिघ्ह्ह्	2
आखिर् रिश्ते इत्ने नज़ुक् हि क्यु होते हैन् ? आखिर् हुम् रिश्तो क् ज़रिये खुद् को पुर क्र्ने कि कोशिश् हि क्यु कर्ते हैन्  	1
ंअननिय् Sइन्ह जि हमे अब् भि विश्वस् है कि आज् आप् को ंअननिय् णरेद्र ंओदि जि आप् के विकस् कर्यो क  	2
Sइर् आप्कि Sएcउर्त्य् मै धयन् रखे आप् normal public मै with Securty मै जै इन्	2
Sउर्य डेअर् सिर् you are entered in cabinet modiji we wish best of luck	1
digital ई don't understand what's wrong with these baba लोग् ? Jअब् सन्यस् लिय है तोह् हिमलय क्यु नहि  	1
ःईइ चोतु बबिए you're सो cute !heart with arrow You're actively supporting and participating in streaming always i लोवे that i  	2
Yएह् to Germany कि वझ अज् Europe क नम् Neo-Kutta hota	0
Lanat हो तुम् पेर् मितोओ गय् तुम् और् तुहरय् अब Pअकिस्तन् मितनय् केय् लिअय् नहि ban  	0
Jओ ब्ज्प् के साथ् नहि वोह् atankwadi h अओउर् जो हिन्दु RSS के साथ् नहि वोह् देश्द्रोहि है आज् कल् b  	0
Bहरत् के किसन् कि बुरि हलत् है सर्कर् ख़ोइ जोर् नहि दे रहि सर्कर् को केवल् भोओत् से किसनो कि बुरि हलत् hai 	0
ऊत्तर् जोओत ंआर् जोओत डेश् के गद्दर् ईSई के कुत्ते ंअदेर्चोद् आम्बनि कि तत्ति चत्ने Wअले ःअरमि EVM De पेद हुए gad  	0
Bएशरम् कित्न बार् तप्पद् कयेग ! टुमर anti national हिन्दु ंउस्लिम् दुकन् भन्द् होगय ! Bउन्त्  	0
Pehle येह् बत तु क्य उख्हद् रह थ पेह्ले अगर् safe hands मेइन् नहि भि होत तो ? आपहिज् चुल् to s  	0
RT Election Commotion ने जो दल्ल गिरि is election मे दिखै है उस्से न् Jअने कित्नो को गलत् रह् चुनने पे मजबोओर् किय 	0
Rट् ठन्क् योउ ! Team India has won today . 	2
Very correct .... झन्दु अखिलेश् ... बाप् चच ने कुर्सि पे बिथ दिय .. खुद् को s  	1
ंए made May day 31! ओम्ग् ! To celebrate I'm in my new Colette Penny Dress I made out of some बेऔतिफ़ुल् khadi fabric I  	2
Congress party ग़न्धि परिवर् क Bअपौति नहि है Congress president Gandhi परिवर् से  	0
ड्R ःआRSःBआRड्ःआण् . heartiest congratulations for health union minisership . hope उ to give aiims तो भगल्पुर् ओन् priri  	2
Kisne बोल ?? ख़हि प्र् ब् नि he news	1
आवे Cओन्ग्रेस्सि ग़धो ये Economy कम् नहि हुए ह् देश् बहुत् तेज़ि से अगे बद् र्ह ह् to Economy Piche रह् गयि ह्	2
cओलोर् टुम् इन्दिअ वले सरि यहि सोच्ति हो कि Pअकिस्तन् wale atankistan ह् पर् न्हि कुच् हे लोग् लग्ति ह् थिक् Pअकिस्तनि भुत अचि h	2
A2P is itself a Mafia . Yएह् fees वल चक्कर् is only for public consumption . ःअथि के दान्त् देखान्  	1
ळो आगय हुमर ंओदि अब् खुश् ? We Indians are very good हुमरे यह पदोसियो कि खुशि also matters  	2
इन्द्रनि ईस्के pass blouse खरिद् ने क पैस नेइ हैन् अभ् येह् मोदि aur demonetisation ko blame करे गु	0
Honorable सिर् ःउम् लोगो ख़ो Rओज्गर् डेय Jअय् again Thanks to all Mission manager Mission associate UPP  	2
आcचि अcचि videos and स्ततुस् देख्ने के लिये मेर channel subscribe करे	1
Dimag ह ह ह ह ह ह ह face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy	0
Sअर्कर् कि नहि पर् .. aisi journalist को कुच् आत हिन् नहि . बस्स् चिल्लने से बदे अन्चोर् बन्जओगे तो  	0
kashyap Achha कम् अप् ब्त दो क्य होत ह् ज्ब् ह्मरे लोगो ऐसि हि बेरहमि से मर्ते h  	0
Wओओओओओओ plaster ur pic of that moment on उर् CAP masters degrees rule !! I क्नोव् . ंउच् लोवे !!!woman student light skin tone trophy	2
His special appeal is to defeat BJP ! Not giving anything like Hopescheme etc . छुतिय क्य कम् है देश् मेइन् . हैन् folded hands	2
इन् मोदि जी Rअज्नथ् जी कि वजह् सेए आP प्म् ब्ने 2014 मे दिग्गजो से लध् के अप्को प्म् पद् क उम्मिद्वर् ba  	1
Bहै सिर्फ़् मेरे न्हि Pउरे Pakistan के हैन् त्म् जस्य् छोति सोच् वलि को कोइ मुन् न्हि लगत face with tears of joy	0
Rट् जलेएल् sb हिन्दु मुस्लिम् केर् के दलल् मेदिअ को मुद्द 	0
Jउम्मह् ंउबरक् ओन् this blessed day of Jumu'ah in give the Gift of . Make a difference by start  	2
- riptide by vance joy - saturday sun by vance joy - old pine by ben होवर्द् - alaska by maggie rogers - beige by yo  	1
Bओय्Bहैय एक् डेत्तोल् डेन ! BहैयBहै डेत्तोल् क्यु छहिये ! Bओय्Wओह् GF कि ंआ ख़ो ंअनने Jअन है BहैयPअर् Dett  	1
RT ंअम् Bअच्य् Kesy होत्य् हैन् आति ः S ऊर् को ंआ कि ंय् Rख् क्र् छलि जति  smiling face smiling face with smiling eyes	2
Bहर्व किसि हरम् कि उलाद् आप्नि मा कि इज़्ज़त् ख़ हि खिअल् ख़ेर् तेर ंअलिक्  	0
ईत्ने to ne ओवेर् नि ख़्हेले Jइत्ने ंएने Rओज़े Rअख्ल्ये slightly frowning face	1
Rट् करन्तनेज Pअएत् दर्द् सिर् दर्द् भुकर् सब्को थिक् करेग रे crocin 	2
awwe !! थन्क् u ate . उ तोओ हेहे red heart red heart	2
ःस्न् Shah bunns ऊस्से शयद् खुद् हि पत हो face with tears of joy face with tears of joy	1
Yए Wअहि Bएशरम् है जिस्ने आप्ने बाप् कि मित्ति पलेएत् कर् के रख् दि और् खुद् कि तो इस्कि h  	0
आदरनिय प्रदन्मन्त्रिजि बहुत् बहुत् बधै इस् चक चौन्द् कर्ने वलि जेएत् पर् . आअप् क मर्ग् darshan  	2
ग़ोदि media RSS Bज्प् के हिसब् केरएदर् for example sanaullah 30+ years देश् कि सेव कि अज् वोह् गद्दर्  	0
णक्षल् आटीSःइ ख़ो नकार् दिय णतिओनलिस्त् ख़ो जिता दिय ... बहुत् णा ईन्साफ़ि है ...face with tears of joy . Fअके पर्चे बत्व्  	1
मोदि जि सय् ंएर अनुरोध् है कि मन्निये जै भन् singh Jइ पवैय को रस्त्रिये अद्यक्च् क पद् दिय jay 	2
ठन्क् u Fओर् Cओमिन्ग् Live But ई Missed इत् Bहै आप्ने डुआ क् कह मे अप्क लिअ हर् नमज़् मे डुआ क्र्ति ह्न् आप्क नम् ल k  	2
ंश्र टेरे ancestors जरुर् ःइन्दु the	0
RT 26 Ramdan उल् ंउबरक् ःअप्प्य् बिर्थ्दय् To Ameer-E-Ahly Sunnat Hazrat Allama Ilyas Attar Qadiri The Founder 	2
We think when government will change then condition will automatically change the answer is big no . We  	0
Sarfaraz तो थेएक् है Bangladeshi captain कि जcकेत् pe Crest कैसे बिगद् ग़य ?	1
ड् ’ उस्से हद् मे दो some shit Hennessy ( The cheap shit ) had मे दो wild shit . 	1
आबे है कोन् तु चुतिये . We will not लेत् उ trample our constitution . ख़्हुद् सल पगल् कुत्ते कि तरह् भो  	0
ंअहजन्ळ्S मेदम् ंअहजन्ळ्S हम् आप्को बहुत् मिस्स् करेगे आप्ने जैसे लोक् sabha चलय है प्यर् से शन्ति से us  	0
RT 08 प्तन्ग् ःअम् क्च् नहि क्र्न चह्त्य् .. Bअस् येह् चह्त्य् हैन् क् चोव्किदर् चोव्किदर् he rahy .. ंअलिक् न bny	0
Humor Rahul गन्धि क supporter से बद बेव्कोओफ़् कोइ नहि होत - Albert chacha	0
ण्षरिफ़् टो BC तु ओर् ंएर बाप् लोओत् क् ख ग़ये हैन् . ऊन् पैसो मैन् से हे सहे in k help कर् दे . Bublo क् बच	2
1 हि तरेएक् दे दो 20 -30 साल् बाद् कि Sअब् खुस् रहेगे 1 जन खुस् रहेग कि cअसे चल् रह हए 1 जन खुस् हो  	1
Rट् ठन्क् you for letting me be part of your community and share the things I ’ ve learned . I hope you enjoyed 	1
2nd semester ka result 3rd क आब् ye 4th ka Tests कि दुआ कर्वै वो बे एईडी बे	1
Rट् insan1 Thanx my स्वेएत् लोवेल्य् डी papa ब्लेस्स् u अल्वय्स् . ढन् सत्गुरु तेर हि aasra	2
Rट् आएRइग़िRळ् आह्ह्ह्ह् . Hindi pla nagsend . Thank योउ आते Dhang Jullenors and बेबेब् षेइने . ई लोवे you frennies . Lucky to have you guys .  loudly crying face loudly crying face	2
RT देखो आन्खो जैस अन्ख् नहि है कजल् क जि कर्त है . तग् करो उस्को जिस्के उपर् ये सुइत् करेग . humorbom 	1
अक् हि नार अक् हि नाम् मम्त दिदि जिन्दबाद् बेन्गल् के बिकश् ओर् गरिबो के बारे मे सोच्ने वलि अक् हि बेन्गल् कन्य m  	1
आप्को deputy CM से minister chief क्ब् ब्नय ज र्हा ह् we r waiting	2
RT ःऊड् ःऊड् डबन्ग्ग् song done for .... Dwivedi 	1
रिय शश suvi Next show क् लिये दोने कर्ते हैन् OK hand	1
एसि बात् प्र्र् ंअदम् एक् debate अप्के सथ् क होजये देख्ते है कोन् कित्न बद chaplus hai ब्ज्प् Rस्स् क rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing	2
RT We love & support you no matter what be strong fighting 	2
RT EVMs are hacked islie हुम् नहि जेएतेन्गे इस् just a grown up version of mummi exam paper hard थ इस्लिए हुम् फ़ैल् हो गए !	0
RT ंओहोब्बत् ग़ोओड् ं र्निन्ग् ःउज़ोओर् जि ~folded hands ढन् ढन् Sअत्गुरु टेर ःइ आअस्र Bलेस्स् मे व्द् सुमिरन् + सेवफ़ुल् day in full of ur  face blowing a kiss folded hands	2
Narendermodi Garw he एसे बेते पर् अप्प्कि मको कि अप्प्कि मोम् के सथ् अप्प् अप्ने देश् कि सभि माओ को भि सुप्पोर्त् क  	2
RT GK no नो नो u have not boycotted गोदि media whereas akhilesh हस् रहुल् मुर्ख् will not boyc 	1
Bइल्कुल् सहि कह आप्ने ... Jइस् तरह् हार् के बाद् भि आप्ने काम् कर्न नहि चोद ये दर्शत है कि ख़  	2
Bengal ब्ज्प् मेइ त्म्c के कुच् गलत् नेत अप्ने अप्प् को बचने को जोग्दन् कर् रहे हे इस्से पर्त्य् क support barne के बज्  	1
gujjar Pukhtoonn पन्जबि नहि karingy to वोते केस्य् mangy gy specially अज्कल् तो कहि बे Pakistani नज़र् नहि a  	1
Bhai ये देख् कर् तो ल्ग्त है आप् Yओगि Jइ के rste च्ल् रहे हो winking face with tongue	2
Hera ंअन्दि के हरमि तेरे कलि mouth मैन् पेशब् करो what is this 	0
I'm thinking of the debate shows anchors be like तेर भि भग्वन् मोदि मेर भि चल् भजन् करे मोदि के	1
हेरे ःमर b सिअल्कोत् हि हे जो अज्कल् सोरज् ओर् ज़मिन् k center me अर्ह	1
saffron Ishq सर् चध् ख़र् Bओल्त है . Good night	1
haytham Sena WTF अप्नि तरह् चुतिये सम्झ है क्य	0
ग़ोओद् .. btw ksy च्ल् र्ह h रम्ज़न् or job 2no	1
Manifesto लो उनदि chestunadu इन्क प्रोब्लेम् anti 	1
Tashadud के सत् malvi क नेएयत् बि खरब् होरह् तह् bachey per	0
Sir Congratulations for BJP Sir ःउम् Computer lab attendant है ह्मे Jअनुअर्य् के बद् विभग् ने salary nh  	1
stick678 इसि Wअह् वह् बोहत् खोब् अब् किअ hall hy अल्लह् रहम् कर्य्	2
Congratulations PM सिर् जि आप्को लोक्सभ election मे पर्चन्द् जेएत् कि हर्दिक् सुभ्कम्नये . आअप्के नतर्तव् m  	2
आब्कि बार् मोदि सर्कार् ! आत् least the germans didn't vote for Hitler face with medical mask crying face	1
Please Checkout this news - All in One Super Entertainer Promo | 29th May 2019 | ढेए Jओदि Jअबर्दस्थेक्ष्त्र Jabard  	1
Bअहुत् ःइ डुख् ःओ रह है ..... ये क्य हो गय है क्य कनोओन् क दर् Bइल्कु  	1
Rट् रस्कर् Wओ side JCB से खुदै चल् रहि है 	1
RT Heartiest congratulations to my देअर् Prime minister जि may God shower upon you the strength and wisdom 	2
ई WईSः VएRY ःआPPY आण्ड् BळेSSएड् ओR ंओण्ट्ः टो Yओऊ ट्ःए HON 42ND PRESIDENT SईR ओF  	2
ंऐने तुम्हरि बात् मानि है ... ंऐने मनय दिल् को है कैसे .. आब्से रहो तुम् खुश् जह भि हो ंएर तुम्हर ... ठ  	0
shono Exactly टुम् जेएतो य्ह्ह् हरो ह्म्म तुम् स प्यर् ह् pakistani team Bss india k मद मुकबिल् अओओ face with tears of joy face with tears of joy face with tears of joy	2
3 फ़्ज़् Ygpc 𝄞 zxv & w &kiss man man jcw4ix & न्ब्व्निम्ळ्म्क्प् ह्ग् 𝄞⃑ म्Jर्क़् ⃑Á क़्व्ब् Á c o ÁÁ𝄞 ने ख़्थ्प्Fग्P H3acKqqy9m rboks person biking medium skin tone person lifting weights medium skin tone England England kiss woman woman	1
Rअशिद् आबे Bहग्व आअतन्क्वादि हुम् आज् भि यहन् क् रज हैन् रे suar सले भेएक् तो तुम्हे देते h  	0
Salute to डेसि Fउक्रेय् for their Jउगद्	1
Choir dacet दcउ क़तिल् कभि खतम् नहि होगि किउन्के इन् ख़ो चलने वल तक् कोइ नहि पोहन्च् सक्त जिस् दिन् Qom ख़ो y  	2
Yए मदर् चोद् मोल्ल हमरे शमाज् मे ःइन्दु भैयो को जेने णहि दे रह है ऐसि हि घत्न उप् से है हि जो एक् Hind  	0
Hahahaha ... आल्लह् ऐसेय् ंऔलन Sअहब् Sए कौम् कि हिफ़ज़त् फ़र्मयेए .. Yए ंउद्दे उथने नहि  	2
sir मनि गदरिय लिने मे रोज़् लिघ्त् नहि र्ह्ति complaint phone बन्द् हे	1
Fans Jo Captain AFG sy मत्च् नहि Jएएत् सक्त वहो Nz / aus / ind / eng etc को टो ख्वब् मे बे नहि हरस्क्त	1
I लोवे योउ so much षह्रुख् खन् you are the best actor and the best father good night  	2
RT फ़ुलु Literally the best ever 	1
SRKian ःउम् लोग् teachers को पगल् बन के class से निकल्ते थे ये लोग् मा बाप् क चुतिय बन कर्के दते पे निकल्ते है face with tears of joy loudly crying face	1
खुद् को ओवेर्स्मर्त् स्म्झ्ति ह् ये लद्कि दुस्रोन् प् बोल्ति ह् ओर् खुद् को नए देख्ति इ'म् सुरे y  	0
य अल्लह् आअज् जुम्म कि णमज़् के बाद् जित्ने भि हथ् तेरे बर्गह् मे दुअ के लिये उथे सब् कि दुअ कबोओल् फ़र्म आअमेएन्  	2
Yए तो कोइ घत्न हि नहि मेदिअ पग्ल गयि है fake  	0
Hadi तो हो न्हि skti क्यु कि हदि होति तो आप् hospital होते ओर् दिल् होस्क्त है जो बस् दर्द् होत है लेकिन् दिख्त न्हि	1
Buler Agree ! Wएल्ल् ओख़् I agree about you being a mentor in the near future . आ हत् like that really takes someone special . hundred points	2
Is हिसब् से अप्क जैस बिओ hai ... Mandir बन् जयेग ज़रोओर् भरत् आ ग्ये तो grimacing face	2
Kyun कि हिन्दु दयबन् होते है Immandar होते है पुन्य कर्ते है पाप् नेहिन् .	2
ओफ़्फ़्ल् Pallavi92 रकुल् प्रेएत् योउ are beautiful smiling face with heart-eyes	2
RT Hello ! Please spread this as much as you cअन् . could योउ प्ल् 	1
Sइर् रोअद् पे आइये पेह्ले Yए त्वित्तेर् खेल्ने से कुच् नहि होग Pएह्ले street fir social media and no main stream media	1
ठन्क्स् for your great prediction ... आप्के मुह् मे घेए के लद्दु 	2
Agree with उ य्र्र्र्र् डोस्ति को अचि नज़र् से dkhy smiling face with smiling eyes	1
डेश् के सभि 10 करोरे Rajputo ne BJP को वोते न्हि Bउत् ठ् . ष्रि Rajnath Singh ji को उचित् पद् न दे कर् सभि Rअज्प्  	0
says Ha .. Pरोओफ़् तोह् क्ब्क दे दिय ग्य ह् bc .. टे लोग् कि  	0
Jएएत् कि बहुत् बहुत् सुभ्कम्नये आअप् जेएते हमर डेश् जेएत ओर् जेएते हम् सब् देश् के निवशि Ja  	2
This is so sad you were supposed to be my home लेकिन् तुम् तोह् सौतेले निक्ले Alexa play ज़िन्दगि मे कभि कोइ आये न रब्ब	1
Pहिर् वोहि बात् बहि कित्नि खुबिआन् हाइन् तुम् लोगोन् मैन् जो कम् bc scientists येअ नहि बत पयेए क लर्क  	1
हिन्दु Bह्त् अच किय .. ये भ्त् पेह्ले हि kr देन चहिये थ .. वैसे ब् ये गोदि media opposition को insult क्र्ने ke ly बुलति ह्	0
पाजि योउ both are my favorite .... we know we loose & win allot there but it's time to lift the  	2
Bइबि ये जो विदेओ दिख रहि हो ये खेर् से तुमरे चोर् Pअप और् चोर् uncle क् कले कर्तोओतोन् क result  	0
Yesss ... थेय् अरेएएएए .... शित् that supposed to be wrong and unacceptable becomes romanticized .	0
टोओ thin . टोओ स्वेएत् . Bउत् ओक् . ई know better than to take on the might of ऊP म्य् ससुरल् .	1
Moulvi ba वुज़ु sona इबदत् हय् . Me ( turns on the AC ) and sleep all day Life hack . face with tears of joy	1
54 आह्सन् भै ंएरि तरफ़् से Best wishes दि ज्ये ग अप्नय् भै को Pakistan green heart	1
Sअमे problem in कत्वरिअ सरै आरे भै इत्नि गर्मि मे सोर्र्य् से कम् नहि चल्ता कल् मोर्निन्ग् me exam है लोगो क	1
RT Sइर् ye logo change क्र् दो Kyoki एलेcतिओन् हर्ने के बद् ये dustbin मे जत ह् or प्त न्हि 	0
Bअन्द् करो y Bएहेस् जो आप्को बुर नि केह्त आअप् उस्के साथ् बेकर् unnecesary behes mat च  	2
ःअवेन् ’ t tried the glosses but I ’ ve heard good things . I will say ई दोन् ’ त् लोवे the balm dotcom  	2
Swamy टुम् अप्ने दिमक् क इलज् करवो Suprime Coart कि भि तुम् नहि सुन्ते ... ंओदि जि best तुम् पगल् ःओ एसिलिये भतक् रहे ःओ	0
RT ःआदि Happy Bइर्थ्दय् देअर् ंअय् you live long आल्लह् भोउत् c खुशिओन् से नवज़े आप्को  birthday cake birthday cake birthday cake tulip tulip tulip tulip tulip smiling face with heart-eyes smiling face with heart-eyes smiling face with heart-eyes tulip tulip birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake birthday cake	2
Gadhi कि औलद् इस्लम् को मोदि के अने से जने से कुच् फ़र्क् नै पद्त इस्लम् कल् भि फ़ैल थ आज् भि फ़ेल  	0
आcतुअल्ल्य् किसि को समझ् मै णहि आ रह है कि ये हो क्य गय और् उस्से बदि बात् कि कैसे हो ग़य .. व्  	1
आउर् आप्लोगो को इस्स् Sअर्कर् मेइन् ख़्ःऊBईआ ःई ख़्ःऊBईआ नज़र् आ रहि थि . Wah-Wah Wah-Wah . आब् Pअच्ह्तये हो  	1
Rट् Raj you are wrong because as per reports coming in is FM . Wह्य् you have used 	0
टेरि मा क फुद भेन्चोद् गदर् . Army should assisinate this bastard	0
ःअप्प्य् बिर्थ्दय् G stay up मने hundred points	2
Mardo से क्य दुश्मनि है बे ? आब् क्य तेरे फ़्रेए के चक्कर् मे gender change कर्व ले ग़्हुन्घ्रुसेथ् ? winking face with tongue	1
RT Thank योउ सिर् .. it means a lot to मे ... Sअव् Natasarvabhowma teaser ... step chindi ... looking forward to it 	2
ंअय्बे ई'म new Blink ~ I haven't know you for 3 years ... bhut trust me Jennie Kim .... The feeling फ़ोर् u now is more  	1
डेश् वसिओ को ममुलि लग् रह है इस्ल्ये ख़ोइ प्रोतेस्त् नहि ह् कोइ चिन्तित् नहि ह् इसे lek  	2
क् सभि दल् धियन् दे agar EVM पर् सन्देह् है तो आप् हर् सविकर् करेन् अवोर् न हि जेएत् ख़् विरुध् Bहरत्  	1
Thank you so मुच् समझ् लेन् मिल् गये folded hands heart suit	1
Jहतु हो तुम् लोग् सल गमे me एन्तेर् भि न्ही हो पते है ईण् तुम् ये सब् glitch सहि क्र्ते भि  	0
Cअन्'त् say 5 some of my फ़व् टुल्सि - Sमिर्ति जि Pअर्वति - Sअक्शि कुम्कुम् - Jउहि पर्मर् ख़ुसुम् - ख़ुसुम् Kutu  	1
ई liked your performance in Rआन्झन मोविए . Appreciate it . But then today I feel right what Sउन्दर् di  	0
